KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
