KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
245,"Zzz,",15461780156,544479816,3.52%,29115837627,202226570,33451148103,224,65517322,65,47,11,1,1,1,"11,905,900,892","16,889,822,886",516,539,"32,709,714","31,335,478",328,184,12,480,"Zzz,,zZz2","13,777,459,596","Zzz,,zZz2","15,461,780,156","544,479,816","29,115,837,627","33,451,148,103","202,226,570",76,47,68,0
246,BoL,2802253497,58602733,2.09%,1424427990,27033463,3329540012,57,40836750,6,1,0,0,0,0,"2,075,520,558","3,001,779,356",109,120,"27,471,005","25,014,828",52,34,7,81,BoL,"2,075,520,558",BoL,"2,802,253,497","58,602,733","1,424,427,990","3,329,540,012","27,033,463",15,42,21,81
247,3_3,18238524404,2273531713,12.47%,52000450663,265513284,45919718501,191,95660022,34,68,50,16,8,1,"17,620,778,231","20,344,178,057",482,610,"42,104,712","33,351,112",3,0,12,504,3_3,"17,620,778,231",3_3,"18,238,524,404","2,273,531,713","52,000,450,663","45,919,718,501","265,513,284",92,1,6,0
248,AmBr,5788204414,72743173,1.26%,4356431235,52489262,7616000437,114,44089222,15,3,1,0,1,0,"2,483,296,856","6,061,315,250",197,218,"30,723,276","27,804,198",0,0,10,179,"AmBr,OCTa","4,455,395,164","AmBr,OCTa","5,788,204,414","72,743,173","4,356,431,235","7,616,000,437","52,489,262",25,71,38,0
249,WB_S,26343297794,3456293832,13.12%,100838283329,461957094,73076518985,231,115595325,6,41,82,28,28,16,"24,877,264,099","32,195,580,904","1,124","1,174","28,631,794","27,423,834",2,2,20,"1,106","WB_S,WB_C,WB_A,WB_B","28,410,298,057","WB_S,WB_C,WB_A,WB_B","26,343,297,794","3,456,293,832","100,838,283,329","73,076,518,985","461,957,094",223,2,0,0
250,BP:T,15402477651,1336437549,8.68%,29437505652,231211440,36661722657,215,70865067,56,61,22,0,0,2,"13,377,595,437","17,075,684,193",416,432,"41,030,378","39,527,047",313,196,6,384,"BP:T,BP:M","14,800,213,390","BP:T,BP:M","15,402,477,651","1,336,437,549","29,437,505,652","36,661,722,657","231,211,440",94,31,43,0
251,G_D,5949929411,484877662,8.15%,11050823083,78302885,11586879511,81,70958727,16,21,11,2,0,0,"4,228,515,160","6,584,954,701",177,193,"37,172,093","34,118,936",0,0,9,164,G_D,"4,228,515,160",G_D,"5,949,929,411","484,877,662","11,050,823,083","11,586,879,511","78,302,885",33,11,18,0
252,S-SG,7603715048,144879380,1.91%,6166996931,81823164,11070976156,153,43169576,6,5,2,2,0,0,"3,086,425,451","7,866,799,337",249,257,"31,580,111","30,610,114",0,0,10,199,"S-SG,Nog,S-ER","5,716,053,614","S-SG,Nog,S-ER","7,603,715,048","144,879,380","6,166,996,931","11,070,976,156","81,823,164",35,99,56,0
253,Beat,1264169624,1226518,0.10%,981687274,8430378,1364396146,27,44473488,2,1,0,0,0,0,"1,044,113,110","1,469,475,768",64,72,"22,879,235","20,409,386",15,10,7,52,Beat,"1,044,113,110",Beat,"1,264,169,624","1,226,518","981,687,274","1,364,396,146","8,430,378",9,10,14,124
254,W@LF,2693161895,19721524,0.73%,912113036,18852175,2833850420,50,48330334,11,1,1,0,0,0,"1,649,438,489","2,993,773,100",99,117,"30,166,549","25,587,804",0,0,6,92,"W@LF,W2OD","2,703,703,791","W@LF,W2OD","2,693,161,895","19,721,524","912,113,036","2,833,850,420","18,852,175",16,26,19,7
255,:RP:,10585117042,776514991,7.34%,26624419435,99236934,26447208008,124,85601687,23,52,27,4,2,0,"9,758,764,230","12,257,629,067",304,321,"40,292,301","38,185,760",0,0,12,289,":RP:,:F1:","10,883,871,578",":RP:,:F1:","10,585,117,042","776,514,991","26,624,419,435","26,447,208,008","99,236,934",89,6,4,0
256,~RP,8434258632,420638725,4.99%,9280380780,95580487,17000791704,144,53559004,37,8,1,0,0,0,"7,579,136,360","9,056,075,116",261,274,"34,676,765","33,051,369",0,0,9,240,~RP,"7,579,136,360",~RP,"8,434,258,632","420,638,725","9,280,380,780","17,000,791,704","95,580,487",39,51,66,0
257,DGN~,3751075758,52582104,1.40%,2105449492,24415580,4448368630,68,47777685,7,1,2,0,0,0,"2,995,650,341","3,967,951,679",134,158,"29,535,471","25,113,618",0,0,7,138,DGN~,"2,995,650,341",DGN~,"3,751,075,758","52,582,104","2,105,449,492","4,448,368,630","24,415,580",19,32,37,9
258,GOWA,4762675304,348401244,7.32%,4983201040,73954471,9007680908,81,55543259,25,3,2,0,0,0,"4,227,489,124","5,211,865,517",163,182,"31,892,071","28,636,624",0,0,8,149,GOWA,"4,227,489,124",GOWA,"4,762,675,304","348,401,244","4,983,201,040","9,007,680,908","73,954,471",16,22,37,97
259,ASH&,13360140167,1828219905,13.68%,41887416936,281550802,36579465722,137,96496353,13,48,47,9,2,3,"12,641,322,195","15,637,389,873",456,476,"34,275,929","32,851,659",0,0,17,424,"ASH&,ASH~","13,904,054,975","ASH&,ASH~","13,360,140,167","1,828,219,905","41,887,416,936","36,579,465,722","281,550,802",102,5,4,1
260,OVO~,4030106347,25452218,0.63%,3966706278,41614656,6706106445,73,50731748,14,6,1,0,0,0,"3,322,402,775","4,376,521,575",147,164,"29,706,736","26,686,107",71,52,9,128,OVO~,"3,322,402,775",OVO~,"4,030,106,347","25,452,218","3,966,706,278","6,706,106,445","41,614,656",26,22,30,64
261,~MW,3515931309,98006952,2.79%,2968089831,45653686,4510048627,72,43240131,2,3,1,1,0,0,"2,526,781,260","3,801,053,315",143,161,"26,507,382","23,609,027",0,0,9,122,~MW,"2,526,781,260",~MW,"3,515,931,309","98,006,952","2,968,089,831","4,510,048,627","45,653,686",18,47,27,66
262,262,11121200569,657016017,5.91%,13687503093,128564978,20445550434,170,61023730,35,20,12,3,0,0,"8,706,530,367","12,014,178,942",333,361,"36,040,605","33,280,274",0,0,12,333,"262,262F","10,659,523,245","262,262F","11,121,200,569","657,016,017","13,687,503,093","20,445,550,434","128,564,978",55,45,72,0
263,FRND,3309379540,57829012,1.75%,1705962838,21985231,3255259739,65,44099613,2,4,1,1,0,0,"3,226,056,448","3,561,267,140",126,140,"28,215,871","25,437,622",0,0,8,120,FRND,"3,226,056,448",FRND,"3,309,379,540","57,829,012","1,705,962,838","3,255,259,739","21,985,231",24,40,24,132
264,VoS4,3940861561,122945430,3.12%,4200043587,44586923,6362116033,72,51354453,11,5,2,0,0,0,"3,864,920,289","4,397,217,129",138,152,"31,805,445","28,929,060",92,57,6,124,VoS4,"3,864,920,289",VoS4,"3,940,861,561","122,945,430","4,200,043,587","6,362,116,033","44,586,923",27,25,34,49
265,LOPV,3342976419,27433351,0.82%,3515570595,12416987,4143698367,52,59904244,9,7,7,0,0,0,"2,355,792,541","3,636,717,661",102,120,"35,526,887","30,305,981",41,28,15,92,LOPV,"2,355,792,541",LOPV,"3,342,976,419","27,433,351","3,515,570,595","4,143,698,367","12,416,987",21,14,16,17
266,RA-C,21183047765,2482881780,11.72%,72336169627,287899440,54694364307,184,115553923,4,26,67,33,24,8,"19,665,921,320","23,703,372,686",702,724,"33,755,077","32,739,465",0,0,19,665,RA-C,"19,665,921,320",RA-C,"21,183,047,765","2,482,881,780","72,336,169,627","54,694,364,307","287,899,440",105,1,5,0
267,SOE,10779360486,195718970,1.82%,12194066609,70732143,20051231717,187,55850233,43,24,6,1,0,0,"7,696,517,839","11,406,408,379",273,287,"41,756,853","39,743,583",160,130,11,262,"SOE,SOWS","9,442,095,586","SOE,SOWS","10,779,360,486","195,718,970","12,194,066,609","20,051,231,717","70,732,143",44,41,68,0
268,RA-V,1761710861,12341828,0.70%,1136954729,9859534,2016692465,39,39172359,2,0,0,0,0,0,"1,524,251,943","1,958,864,260",78,90,"25,046,825","21,765,158",21,16,9,75,RA-V,"1,524,251,943",RA-V,"1,761,710,861","12,341,828","1,136,954,729","2,016,692,465","9,859,534",19,24,14,28
269,TWSK,8110062964,143170999,1.77%,5810480187,56893326,11897844112,148,50971454,29,5,3,0,0,0,"7,330,086,824","8,472,933,206",225,234,"37,635,618","36,209,116",149,113,9,202,TWSK,"7,330,086,824",TWSK,"8,110,062,964","143,170,999","5,810,480,187","11,897,844,112","56,893,326",22,51,75,0
270,LD',11378579091,278206697,2.45%,21069679787,115180159,24975891940,174,65287913,51,36,7,1,0,0,"10,810,901,026","12,437,903,665",323,334,"38,491,139","37,239,233",271,162,10,301,"LD',SUNS","11,869,090,616","LD',SUNS","11,378,579,091","278,206,697","21,069,679,787","24,975,891,940","115,180,159",48,11,67,0
271,NCB_,5144435493,178475084,3.47%,7181117537,47054294,9706974985,88,56817917,29,10,0,0,0,0,"3,769,369,697","5,498,473,550",143,156,"38,405,221","35,246,625",88,65,8,123,NCB_,"3,769,369,697",NCB_,"5,144,435,493","178,475,084","7,181,117,537","9,706,974,985","47,054,294",20,23,29,23
272,FRCO,5202948061,217739793,4.18%,4878504919,52252984,8436212135,99,47202073,10,7,1,0,0,0,"4,316,228,865","5,559,610,380",187,198,"29,697,646","28,078,840",131,79,9,170,FRCO,"4,316,228,865",FRCO,"5,202,948,061","217,739,793","4,878,504,919","8,436,212,135","52,252,984",25,51,41,55
273,@EVA,13739147513,165326156,1.20%,14569952382,102323801,24270277095,242,53817269,47,18,3,1,0,0,"10,164,069,401","14,692,526,190",422,436,"34,800,967","33,698,455",322,211,6,322,"@EVA,@AVE","11,666,925,400","@EVA,@AVE","13,739,147,513","165,326,156","14,569,952,382","24,270,277,095","102,323,801",56,61,123,0
274,Kov#,4592298464,15522123,0.34%,1465206666,15797788,4058642036,95,43575154,9,4,0,0,0,0,"3,156,500,324","4,954,712,335",173,186,"28,589,480","26,638,238",55,40,11,155,Kov#,"3,156,500,324",Kov#,"4,592,298,464","15,522,123","1,465,206,666","4,058,642,036","15,797,788",23,51,40,4
275,BEST,6155184855,275789178,4.48%,6257707089,57721519,9053054471,119,49159288,15,6,4,1,0,0,"5,706,594,155","6,746,431,414",215,227,"31,349,134","29,719,962",120,86,6,183,BEST,"5,706,594,155",BEST,"6,155,184,855","275,789,178","6,257,707,089","9,053,054,471","57,721,519",33,47,49,8
276,Ucu7,17906107894,1815703882,10.14%,43717085542,209882333,43124723408,200,89493208,38,71,47,10,5,3,"9,287,139,704","19,901,885,901",486,509,"40,930,216","39,099,972",0,0,14,456,"Ucu7,KoV~","16,317,014,100","Ucu7,KoV~","17,906,107,894","1,815,703,882","43,717,085,542","43,124,723,408","209,882,333",81,8,11,2
277,HogW,5121076512,60226393,1.18%,2995817765,38118068,6356183385,96,46152573,14,3,1,0,0,0,"4,589,296,003","5,519,336,872",189,200,"29,179,490","27,596,684",129,77,4,160,HogW,"4,589,296,003",HogW,"5,121,076,512","60,226,393","2,995,817,765","6,356,183,385","38,118,068",28,58,37,87
278,VHS:,2813609123,4288390,0.15%,1137084650,27703691,3006833181,61,40482934,3,2,0,0,0,0,"2,303,548,603","3,003,713,355",104,114,"28,840,428","26,348,363",46,36,6,84,VHS:,"2,303,548,603",VHS:,"2,813,609,123","4,288,390","1,137,084,650","3,006,833,181","27,703,691",15,42,20,57
279,MBH,10433944587,737731612,7.07%,18692031833,101581558,23436759148,143,71960675,38,26,22,2,0,0,"10,014,659,717","11,161,173,859",265,280,"42,090,372","39,861,335",0,0,10,252,MBH,"10,014,659,717",MBH,"10,433,944,587","737,731,612","18,692,031,833","23,436,759,148","101,581,558",34,14,42,0
280,TDg,4608205161,158222346,3.43%,4148220648,59620664,7514602111,95,44088041,11,1,0,0,0,0,"4,120,884,824","4,945,411,353",164,177,"30,119,948","27,940,177",111,81,13,151,TDg,"4,120,884,824",TDg,"4,608,205,161","158,222,346","4,148,220,648","7,514,602,111","59,620,664",26,46,45,128
281,LoC-,9611669209,593370549,6.17%,10634929281,112313734,18155100478,156,58030372,37,19,5,0,1,0,"8,064,019,387","10,492,691,635",313,345,"33,479,732","30,413,599",0,0,10,304,"LoC-,LoM-","9,356,123,342","LoC-,LoM-","9,611,669,209","593,370,549","10,634,929,281","18,155,100,478","112,313,734",53,38,66,0
282,HE!,13221627456,209558259,1.58%,21708753006,158341532,31446049252,210,61390782,76,25,6,3,1,1,"11,318,762,584","14,982,049,635",472,515,"31,702,624","29,091,359",336,176,8,428,"HE!,D282","13,012,411,338","HE!,D282","13,221,627,456","209,558,259","21,708,753,006","31,446,049,252","158,341,532",91,30,59,0
283,RFF,23589747493,2881858101,12.22%,67939206720,192729096,62835094970,292,81983541,81,103,46,14,3,3,"16,375,611,397","28,457,228,718","1,015","1,070","28,016,170","26,595,541",2,0,25,955,"RFF,HxV,Cofe,HLE","25,829,206,280","RFF,HxV,Cofe,HLE","23,589,747,493","2,881,858,101","67,939,206,720","62,835,094,970","192,729,096",204,7,1,0
284,RN:W,13952008204,1678654362,12.03%,42745288401,172761803,37521480216,177,79115743,54,38,25,11,3,1,"13,145,944,432","17,029,524,617",597,640,"28,492,918","26,608,632",0,0,9,595,"RN:W,RN:H,RN:A","15,472,910,449","RN:W,RN:H,RN:A","13,952,008,204","1,678,654,362","42,745,288,401","37,521,480,216","172,761,803",124,10,27,0
285,UST~,4401915496,19952845,0.45%,3019361515,44299312,5925064841,93,42756510,5,5,1,0,0,0,"1,468,683,698","4,807,929,096",169,180,"28,418,482","26,710,717",77,44,10,127,"UST~,Ustf","2,908,692,626","UST~,Ustf","4,401,915,496","19,952,845","3,019,361,515","5,925,064,841","44,299,312",24,61,30,0
286,WG:L,14963153211,1858648972,12.42%,37314703507,221968566,38412610067,167,89254830,34,57,35,9,6,1,"13,607,879,910","17,700,828,139",583,607,"30,344,042","29,161,167",0,0,13,550,WG:L,"13,607,879,910",WG:L,"14,963,153,211","1,858,648,972","37,314,703,507","38,412,610,067","221,968,566",118,11,12,0
287,OEV,12471549360,222636946,1.79%,19326196455,176834214,24577687712,194,61458929,47,21,20,2,1,0,"9,853,812,425","13,439,283,745",380,410,"35,327,054","32,778,741",260,145,9,366,"OEV,OEV1","11,327,083,358","OEV,OEV1","12,471,549,360","222,636,946","19,326,196,455","24,577,687,712","176,834,214",41,58,60,3
288,NAP,2109105911,2056048,0.10%,444481544,18517111,1619739246,42,40719732,4,1,0,0,0,0,"1,889,680,191","2,451,917,712",109,126,"22,394,238","19,459,664",0,0,12,102,NAP,"1,889,680,191",NAP,"2,109,105,911","2,056,048","444,481,544","1,619,739,246","18,517,111",26,31,14,33
289,S/T,7899376754,547076100,6.93%,13300196795,123545083,17596964437,135,57212261,34,17,5,0,0,0,"6,859,908,407","8,551,129,997",228,239,"37,476,157","35,778,787",0,0,8,204,S/T,"6,859,908,407",S/T,"7,899,376,754","547,076,100","13,300,196,795","17,596,964,437","123,545,083",44,28,50,0
290,!KOD,8343882240,735728840,8.82%,24054537660,85719171,22581536398,113,73336331,27,40,11,3,0,0,"6,476,840,402","9,784,007,583",341,381,"28,642,939","25,679,810",0,0,20,326,!KOD,"6,476,840,402",!KOD,"8,343,882,240","735,728,840","24,054,537,660","22,581,536,398","85,719,171",59,11,17,1
291,CCRN,3108228148,43122382,1.39%,1666584004,28399285,4400146623,59,45559637,8,2,0,0,0,0,"2,535,502,664","3,313,248,986",119,135,"27,772,888","24,542,585",0,0,10,109,CCRN,"2,535,502,664",CCRN,"3,108,228,148","43,122,382","1,666,584,004","4,400,146,623","28,399,285",14,31,26,87
292,FOD!,3073109901,129240690,4.21%,3002764073,36898417,5005885615,66,42258302,5,0,1,0,0,0,"2,292,645,072","3,290,337,157",114,132,"28,777,683","24,926,797",0,0,8,90,FOD!,"2,292,645,072",FOD!,"3,073,109,901","129,240,690","3,002,764,073","5,005,885,615","36,898,417",15,36,29,15
293,ELFs,5409260059,310287547,5.74%,11478302849,54898750,10620232164,73,70005710,8,18,11,2,0,1,"5,072,511,150","5,824,224,354",147,169,"39,542,161","34,462,866",0,0,9,135,ELFs,"5,072,511,150",ELFs,"5,409,260,059","310,287,547","11,478,302,849","10,620,232,164","54,898,750",27,25,12,0
294,KUR,10092981312,217883996,2.16%,10270763762,126250699,17334379071,206,44541172,22,8,1,0,0,0,"6,401,710,308","10,583,718,558",323,340,"32,736,580","31,128,584",0,0,19,253,"KUR,TER","7,537,433,703","KUR,TER","10,092,981,312","217,883,996","10,270,763,762","17,334,379,071","126,250,699",46,102,86,0
295,-RA-,3000130308,45499537,1.52%,970416968,26541516,3413111141,59,45144995,4,2,0,0,0,0,"2,656,702,963","3,247,615,802",124,134,"26,148,431","24,235,939",0,0,6,117,-RA-,"2,656,702,963",-RA-,"3,000,130,308","45,499,537","970,416,968","3,413,111,141","26,541,516",16,31,28,9
296,,765189715,4974878,0.65%,339839320,5397694,868236836,17,36039715,0,0,0,0,0,0,,"998,103,179",61,71,"16,252,139","14,057,791",0,0,10,50,,,,"765,189,715","4,974,878","339,839,320","868,236,836","5,397,694",9,14,6,3
297,SG97,17570998473,1701936686,9.69%,36539490016,165327116,43494883246,267,65139577,84,35,20,7,1,0,"14,102,880,067","20,171,667,482",640,684,"31,488,294","29,490,742",2,2,17,580,"SG97,SR97,SE97","17,338,739,989","SG97,SR97,SE97","17,570,998,473","1,701,936,686","36,539,490,016","43,494,883,246","165,327,116",126,38,78,0
298,"""TR""",8978390867,269489531,3.00%,12732697011,99432602,17182711618,152,55521850,34,18,6,0,0,0,"7,579,351,305","9,592,939,132",263,278,"36,451,828","34,506,975",171,110,12,237,"""TR"",""tr""","8,668,131,854","""TR"",""tr""","8,978,390,867","269,489,531","12,732,697,011","17,182,711,618","99,432,602",40,52,52,0
299,NXSC,7032681897,299241354,4.26%,7807759687,65180939,12161104258,136,46650849,20,5,1,0,0,0,"6,342,168,418","7,930,536,180",305,318,"25,975,678","24,938,793",0,0,10,301,"NXSC,NXAC","7,507,249,300","NXSC,NXAC","7,032,681,897","299,241,354","7,807,759,687","12,161,104,258","65,180,939",50,70,55,0
300,ASI,16135706592,1240379260,7.69%,19020084730,217762179,32979106567,330,51119423,54,13,5,2,0,0,"10,533,686,195","20,341,295,658",710,750,"28,623,326","27,121,728",0,0,14,628,"ASI,ASAC,AsiW,ASIR","17,525,974,194","ASI,ASAC,AsiW,ASIR","18,487,003,929","1,259,801,278","19,499,619,532","34,812,488,262","236,620,925",96,117,178,0
301,SCS,1810645039,16184403,0.89%,1591339087,12888540,2555378557,39,41027960,3,0,0,0,0,0,"1,635,355,291","2,067,247,915",90,100,"22,916,847","20,672,479",0,0,11,77,SCS,"1,635,355,291",SCS,"1,810,645,039","16,184,403","1,591,339,087","2,555,378,557","12,888,540",16,22,16,29
302,SHPz,11960167010,1170784992,9.79%,27965453081,161029899,29680622531,159,73220969,48,39,22,3,1,0,"10,496,384,197","12,755,339,546",306,437,"41,483,849","29,188,420",0,0,12,376,"SHPz,SHPx","11,749,202,444","SHPz,SHPx","11,960,167,010","1,170,784,992","27,965,453,081","29,680,622,531","161,029,899",38,28,23,0
303,PROP,2484579398,33301572,1.34%,1703811233,25955466,3495276567,52,43055327,2,3,0,0,0,0,"2,054,049,697","2,701,133,997",100,109,"26,979,724","24,781,046",0,0,8,76,PROP,"2,054,049,697",PROP,"2,484,579,398","33,301,572","1,703,811,233","3,495,276,567","25,955,466",11,27,24,73
304,SwaG,6209274272,405827299,6.54%,10814588370,55793798,12060261032,92,63129049,36,15,3,0,0,0,"5,692,440,321","7,109,509,541",240,256,"29,581,638","27,771,522",0,0,9,230,SwaG,"5,692,440,321",SwaG,"6,209,274,272","405,827,299","10,814,588,370","12,060,261,032","55,793,798",46,22,24,0
305,05DK,17717296810,1227448845,6.93%,29499368259,168874053,41567550210,275,62523773,84,35,12,2,2,0,"12,804,116,726","19,548,830,908",545,569,"35,848,112","34,356,469",0,0,13,499,"05DK,05DD,05FM","16,929,410,376","05DK,05DD,05FM","17,717,296,810","1,227,448,845","29,499,368,259","41,567,550,210","168,874,053",98,44,103,0
306,EPR,1374854255,22941109,1.67%,925994233,9762236,1590113865,25,49931894,4,1,1,0,0,0,"1,187,023,969","1,545,728,852",62,72,"24,847,720","21,468,456",0,0,7,52,EPR,"1,187,023,969",EPR,"1,374,854,255","22,941,109","925,994,233","1,590,113,865","9,762,236",4,12,11,22
307,DWO,3618738033,58367248,1.61%,1528365493,22643392,4572337804,78,41680727,4,0,0,0,0,0,"3,654,361,966","3,965,139,884",145,163,"27,267,078","24,326,012",0,0,15,143,DWO,"3,654,361,966",DWO,"3,618,738,033","58,367,248","1,528,365,493","4,572,337,804","22,643,392",20,41,42,61
308,_DS_,10448528098,545019573,5.22%,24650749974,97541166,23252362064,154,63295965,44,22,10,4,1,0,"8,446,682,702","11,907,244,151",375,394,"31,724,593","30,221,432",302,140,7,333,"_DS_,_RS_","10,481,780,869","_DS_,_RS_","10,448,528,098","545,019,573","24,650,749,974","23,252,362,064","97,541,166",91,42,39,0
309,RWR,7306820059,324227547,4.44%,10167569524,76790641,14417037403,123,54933185,26,12,0,0,0,0,"5,552,895,665","7,840,964,753",224,237,"34,974,114","33,084,239",159,109,18,195,"RWR,RWRa","6,555,650,623","RWR,RWRa","7,306,820,059","324,227,547","10,167,569,524","14,417,037,403","76,790,641",34,30,67,0
310,LioN,15254952828,1612273677,10.57%,33631595024,170543136,35520278363,210,73130815,73,44,32,2,2,0,"14,194,106,623","18,697,179,033",665,709,"28,091,301","26,371,198",3,2,17,607,"LioN,LC~","15,656,630,808","LioN,LC~","15,254,952,828","1,612,273,677","33,631,595,024","35,520,278,363","170,543,136",159,13,30,0
311,KINT,7317073488,196323039,2.68%,4838978033,61033692,10931283815,141,45866501,18,2,0,0,0,0,"6,275,176,967","7,965,767,574",273,293,"29,149,004","27,186,920",0,0,9,262,KINT,"6,275,176,967",KINT,"7,317,073,488","196,323,039","4,838,978,033","10,931,283,815","61,033,692",48,70,70,10
312,WoW!,8532398877,449776017,5.27%,19419633646,95022329,19890529423,120,69731825,36,26,11,2,1,0,"5,690,695,804","9,592,990,465",281,310,"34,089,695","30,945,131",171,95,19,255,"WoW!,NoW!","7,633,138,010","WoW!,NoW!","8,532,398,877","449,776,017","19,419,633,646","19,890,529,423","95,022,329",58,13,30,2
313,XSJ,7057974162,92980470,1.32%,9422727094,74531372,12299427511,115,57406650,23,10,9,0,0,0,"6,442,070,527","7,497,730,790",199,213,"37,644,855","35,200,614",142,100,10,193,XSJ,"6,442,070,527",XSJ,"7,057,974,162","92,980,470","9,422,727,094","12,299,427,511","74,531,372",29,34,47,0
314,O_o,17378853579,2134005472,12.28%,59208522559,155138893,41263455623,152,114994117,12,25,54,19,11,10,"16,942,402,987","19,370,132,019",459,482,"42,184,360","40,186,996",0,0,10,411,O_o,"16,942,402,987",O_o,"17,378,853,579","2,134,005,472","59,208,522,559","41,263,455,623","155,138,893",82,8,1,0
