KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,Lords,Lords AP,Total Power,CH16+,CH16+ AP,Top 600 Power,CH16+ KL,CH25 KL,Alliances,Ally Lords,Unique Alliances Power Order,1B+ KD Power,1B+ Alliance Tags,#1 Ally Power,Top 600 Merits,Top 600 Kills,Top 600 Healts,Top 600 Deads,10-20M,20-40M,40-60M,60-80M,80-100M,100-125M,125-150M,150-200M,200M+
481,RD_,"2,931,829,256","67,788,349",2.31%,"726,418,864","10,999,298","1,066,300,452",20,"20,957,136",502,"6,574,942","3,300,620,872",447,"7,311,663","3,300,620,872",265,18,43,342,RD_,"1,868,399,089",RD_,"1,868,399,089","70,260,450","743,012,246","1,143,376,063","13,507,055",121,12,0,0,0,0,0,0,0
448,,"1,127,421,408","25,861,635",2.29%,"180,610,930","3,430,670","391,455,597",6,"26,432,953",194,"5,811,451","1,127,421,408",152,"7,336,791","1,127,421,408",0,0,23,121,,,,,"25,861,635","180,610,930","391,455,597","3,430,670",27,5,1,0,0,0,0,0,0
191,14BS,"12,567,826,637","288,160,710",2.29%,"16,725,739,065","102,382,970","22,326,174,068",245,"47,335,465",664,"21,685,439","14,399,131,484",621,"23,146,471","14,360,603,692",446,203,17,511,"14BS,14BR","10,733,146,634","14BS,14BR","9,094,079,862","288,677,972","17,022,908,886","23,222,168,180","119,539,660",109,99,100,45,8,0,0,0,0
337,PUT0,"2,083,548,064","47,708,498",2.29%,"731,956,633","8,808,670","1,751,315,393",36,"28,563,833",181,"11,511,315","2,083,548,064",160,"12,937,079","2,083,548,064",82,30,13,157,PUT0,"1,743,368,005",PUT0,"1,743,368,005","47,708,498","731,956,633","1,751,315,393","8,808,670",33,41,3,0,0,0,0,0,0
292,CEO!,"6,445,609,127","147,202,024",2.28%,"7,945,947,920","58,690,371","8,742,610,136",137,"38,646,800",303,"21,272,768","6,445,648,719",286,"22,515,521","6,445,648,719",12,7,18,204,CEO!,"3,498,253,638",CEO!,"3,498,253,638","147,202,024","7,945,947,920","8,742,610,186","58,690,371",40,87,39,7,3,1,1,0,0
485,CmD,"2,976,670,579","66,706,092",2.24%,"878,758,877","8,723,458","1,127,559,513",20,"27,263,160",696,"5,038,575","3,506,848,385",500,"6,850,910","3,485,479,325",261,20,43,541,CmD,"2,425,751,807",CmD,"2,425,751,807","70,589,561","901,222,844","1,220,660,787","11,020,763",109,11,1,0,1,0,0,0,0
527,,"1,251,330,724","27,818,172",2.22%,"163,490,534","2,246,560","302,851,503",1,"32,416,471",827,"2,203,005","1,821,884,791",530,"3,013,175","1,706,782,375",0,0,86,657,,,,,"29,220,497","174,830,286","367,200,649","3,401,211",4,1,0,0,0,0,0,0,0
12,IBO,"10,821,645,369","240,312,230",2.22%,"6,239,144,057","65,794,369","13,481,198,055",196,"47,608,630",349,"31,267,005","10,912,184,868",334,"32,651,505","10,912,184,868",229,159,11,298,"IBO,EfL","8,415,141,856","IBO,EfL","7,389,269,958","240,355,573","6,242,449,597","13,496,147,867","66,480,166",34,92,102,20,9,1,0,0,0
521,,"1,440,695,651","31,985,918",2.22%,"172,945,348","2,596,521","351,229,822",0,,854,"2,532,839","2,163,044,312",633,"3,169,129","2,002,572,933",0,0,94,686,,,,,"35,042,652","189,016,403","456,759,108","4,076,363",4,0,0,0,0,0,0,0,0
327,UHO,"6,268,713,755","138,950,932",2.22%,"2,907,113,029","28,605,835","5,410,823,828",136,"30,767,648",404,"15,977,932","6,455,084,499",377,"17,091,520","6,455,084,499",186,93,22,278,UHO,"3,223,816,643",UHO,"3,223,816,643","139,034,625","2,917,800,098","5,461,191,622","30,552,935",88,140,8,3,1,0,0,0,0
213,VNWE,"2,214,145,397","47,358,848",2.14%,"862,607,647","19,780,852","2,163,385,496",38,"39,007,018",148,"14,960,442","2,214,145,397",129,"17,102,204","2,214,145,397",0,0,12,105,VNWE,"1,394,552,842",VNWE,"1,394,552,842","47,358,848","862,607,647","2,163,385,496","19,780,852",28,31,7,3,2,0,0,0,0
486,AoW,"2,956,448,581","61,302,824",2.07%,"698,269,948","7,478,133","965,549,503",20,"28,896,094",533,"6,312,238","3,364,422,834",475,"7,012,584","3,364,422,834",224,18,48,351,AoW,"2,081,135,559",AoW,"2,081,135,559","62,847,054","714,831,054","1,040,194,281","9,649,818",98,15,1,1,0,0,0,0,0
436,PACT,"2,125,885,957","43,990,012",2.07%,"286,030,454","4,016,746","924,480,996",15,"22,485,543",276,"7,702,485","2,125,885,957",250,"8,451,617","2,125,885,957",0,0,30,202,PACT,"1,486,754,484",PACT,"1,486,754,484","43,990,012","286,030,454","924,480,996","4,016,746",81,10,0,0,0,0,0,0,0
538,,"820,638,965","16,968,857",2.07%,"135,534,917","1,115,424","180,350,296",1,"56,928,265","1,215","1,221,969","1,484,691,825",500,"2,109,151","1,193,933,103",0,0,126,"1,054",,,,,"18,391,349","144,691,603","228,046,084","2,001,482",0,0,1,0,0,0,0,0,0
534,,"1,045,368,775","21,582,680",2.06%,"123,859,671","1,546,993","208,825,711",0,,"1,062","1,683,196","1,787,553,750",606,"2,445,189","1,515,779,613",0,0,115,838,,,,,"23,345,505","136,096,143","279,797,706","2,584,274",3,0,0,0,0,0,0,0,0
475,RD~,"3,018,371,548","62,165,483",2.06%,"548,572,414","6,203,781","1,071,532,113",14,"21,114,203",504,"6,970,322","3,513,042,167",463,"7,527,743","3,513,042,167",287,14,44,360,RD~,"2,211,250,115",RD~,"2,211,250,115","64,428,108","567,701,051","1,179,278,601","7,538,231",116,9,0,0,0,0,0,0,0
136,MVP!,"7,070,764,315","145,424,040",2.06%,"13,762,964,341","65,155,287","13,924,316,153",86,"75,597,799",459,"15,469,742","7,100,611,705",145,"48,424,561","7,100,611,705",111,81,10,408,MVP!,"6,626,071,288",MVP!,"6,626,071,288","145,424,040","13,762,964,341","13,928,762,996","65,155,287",12,14,17,29,20,12,1,1,0
178,IM-G,"5,556,580,909","113,804,350",2.05%,"1,921,786,809","29,813,915","6,312,372,336",112,"38,762,581",246,"22,587,727","5,556,580,909",225,"24,649,555","5,556,580,909",139,96,9,193,IM-G,"4,231,855,151",IM-G,"4,231,855,151","113,804,350","1,921,786,809","6,312,372,336","29,813,915",33,81,50,0,0,0,0,0,0
348,_MW_,"4,348,557,510","87,938,299",2.02%,"1,278,058,793","30,633,798","3,338,246,108",87,"28,010,742",308,"14,122,031","4,349,585,510",294,"14,774,865","4,349,585,510",127,69,29,213,_MW_,"2,846,440,260",_MW_,"2,846,440,260","87,938,299","1,278,061,599","3,338,273,507","30,636,977",78,97,1,0,0,0,0,0,0
536,,"924,851,952","18,517,592",2.00%,"129,645,798","1,938,895","188,920,739",2,"15,414,243","1,149","1,394,106","1,601,827,589",559,"2,224,960","1,326,055,950",0,0,126,966,,,,,"20,863,091","149,554,535","250,233,339","3,045,446",2,0,0,0,0,0,0,0,0
127,TfT,"2,900,854,436","56,589,280",1.95%,"3,224,949,454","25,022,806","4,416,570,769",43,"47,967,975",179,"16,205,891","2,900,854,436",151,"19,117,125","2,900,854,436",77,35,10,134,TfT,"2,063,847,984",TfT,"2,063,847,984","56,589,280","3,224,949,454","4,416,570,769","25,022,806",24,22,19,4,3,1,0,0,0
354,SyN,"8,265,744,742","160,751,763",1.94%,"10,499,965,744","48,035,464","12,005,758,101",215,"32,104,349",610,"15,806,815","9,642,157,278",582,"16,544,251","9,641,572,180",416,198,30,518,"SyN,AEFS","7,788,653,637","SyN,AEFS","6,536,116,665","162,265,331","10,699,270,394","12,763,885,997","59,163,894",84,216,10,5,1,0,0,0,0
528,,"1,101,896,467","20,913,777",1.90%,"121,104,217","2,501,053","249,416,763",0,,748,"2,044,317","1,529,149,430",488,"2,752,904","1,474,917,680",0,0,96,619,,,,,"22,660,175","131,533,329","300,024,311","3,781,987",3,0,0,0,0,0,0,0,0
207,HAM!,"5,787,043,699","109,539,805",1.89%,"1,964,535,289","43,646,878","6,235,127,422",113,"37,399,738",282,"20,521,432","5,787,043,699",262,"22,036,689","5,787,043,699",141,92,6,209,HAM!,"4,046,429,656",HAM!,"4,046,429,656","109,539,805","1,964,535,289","6,235,127,422","43,646,878",40,100,34,1,1,0,0,0,0
411,VVV~,"5,021,711,144","93,820,208",1.87%,"1,715,112,006","11,306,166","3,036,621,204",92,"27,933,202",415,"12,584,839","5,222,708,240",386,"13,489,930","5,222,708,240",258,81,31,356,VVV~,"3,809,939,390",VVV~,"3,809,939,390","93,964,970","1,735,727,437","3,073,679,727","12,154,110",122,84,1,2,3,0,0,0,0
456,,"1,287,528,325","24,012,499",1.87%,"300,304,821","4,648,883","548,134,676",3,"26,956,662",243,"5,298,470","1,287,528,325",215,"5,909,563","1,287,528,325",90,3,35,191,,,,,"24,012,499","300,304,821","548,134,676","4,648,883",28,4,0,0,0,0,0,0,0
515,~LV,"1,645,558,868","30,534,091",1.86%,"158,034,568","2,970,198","352,612,859",6,"21,459,809",673,"3,115,717","2,096,877,537",527,"3,788,297","2,077,076,912",0,0,64,478,~LV,"1,128,771,266",~LV,"1,128,771,266","32,143,418","166,956,849","408,538,564","4,613,645",18,2,0,0,0,0,0,0,0
526,,"1,241,020,928","22,891,678",1.84%,"116,255,367","1,671,829","271,136,854",2,"15,123,832",783,"2,251,197","1,762,687,249",549,"2,909,692","1,680,576,912",0,0,94,640,,,,,"24,308,620","124,617,727","329,743,331","2,749,346",5,0,0,0,0,0,0,0,0
288,1UP~,"7,669,212,692","140,278,166",1.83%,"4,414,821,914","63,611,815","8,640,707,124",139,"40,510,321",442,"17,895,993","7,910,029,107",404,"19,519,890","7,910,029,107",0,0,10,272,1UP~,"4,910,012,270",1UP~,"4,910,012,270","140,601,488","4,437,023,624","8,710,384,395","66,129,553",70,102,43,12,1,0,1,0,0
419,LS~,"5,308,559,554","95,912,911",1.81%,"3,078,843,368","13,687,825","3,520,272,741",102,"29,040,272",425,"13,019,078","5,533,108,113",396,"13,923,622","5,533,108,113",285,95,24,350,LS~,"4,104,251,925",LS~,"4,104,251,925","96,064,207","3,087,188,499","3,555,349,679","14,727,219",97,100,4,5,1,0,0,0,0
50,50W,"3,036,402,020","54,274,802",1.79%,"1,709,159,956","26,735,320","2,868,537,859",46,"43,005,184",187,"16,237,444","3,036,402,020",164,"18,467,832","3,036,402,020",0,0,10,125,50W,"2,327,846,782",50W,"2,327,846,782","54,274,802","1,709,159,956","2,868,537,859","26,735,320",31,29,18,3,4,0,0,0,0
424,~FF~,"5,140,475,351","90,775,500",1.77%,"3,451,922,073","10,403,162","3,788,599,577",94,"27,446,711",517,"10,416,840","5,385,506,250",389,"13,742,724","5,385,506,250",281,93,39,376,~FF~,"3,822,559,390",~FF~,"3,822,559,390","90,959,628","3,459,161,534","3,837,529,337","11,369,832",116,95,5,1,1,0,0,0,0
383,GZLA,"4,676,011,283","82,362,435",1.76%,"887,036,934","7,933,506","2,098,336,265",70,"25,824,928",428,"11,397,474","4,878,119,003",377,"12,886,578","4,878,119,003",0,0,47,290,GZLA,"1,341,888,596",GZLA,"1,341,888,596","82,410,229","889,624,875","2,136,673,192","8,450,182",132,81,2,0,1,0,0,0,0
377,377S,"2,386,908,032","41,964,017",1.76%,"365,884,654","9,122,662","1,207,472,364",20,"25,167,532",278,"8,586,000","2,386,908,032",245,"9,673,069","2,386,908,032",0,0,24,215,377S,"1,635,090,398",377S,"1,635,090,398","41,964,017","365,884,654","1,207,472,364","9,122,662",61,34,0,0,0,0,0,0,0
71,BBO,"4,731,256,839","82,966,341",1.75%,"2,087,909,094","37,451,309","4,461,730,406",90,"38,408,099",260,"18,197,142","4,731,256,839",240,"19,673,701","4,731,256,839",0,0,5,194,BBO,"3,416,060,876",BBO,"3,416,060,876","82,966,341","2,087,909,094","4,461,730,406","37,451,309",42,64,29,5,1,1,0,0,0
63,DU63,"2,489,516,303","43,451,650",1.75%,"1,001,755,674","21,058,406","2,315,218,336",50,"38,324,714",146,"17,051,482","2,489,516,303",126,"19,680,818","2,489,516,303",0,0,3,77,DU63,"1,798,207,911",DU63,"1,798,207,911","43,451,650","1,001,755,674","2,315,218,336","21,058,406",21,33,14,3,0,1,0,0,0
422,TARO,"5,047,210,678","87,034,212",1.72%,"2,630,676,813","11,514,835","3,510,324,404",104,"25,925,030",396,"13,140,998","5,203,835,302",372,"13,957,571","5,203,835,302",264,100,22,338,TARO,"4,115,666,112",TARO,"4,115,666,112","87,077,585","2,634,481,537","3,541,051,406","12,186,975",116,100,0,3,0,0,0,0,0
235,ANGE,"6,028,521,453","103,570,012",1.72%,"2,214,177,197","35,564,011","5,773,677,416",110,"42,075,449",271,"22,245,467","6,028,521,453",245,"24,539,008","6,028,521,453",0,0,12,219,ANGE,"3,748,307,496",ANGE,"3,748,307,496","103,570,012","2,214,177,197","5,773,677,416","35,564,011",32,73,49,4,3,0,0,0,0
357,ISS,"8,251,402,283","141,709,303",1.72%,"11,441,348,518","42,995,476","11,771,506,640",204,"33,695,639",664,"14,282,694","9,483,708,487",624,"15,173,788","9,452,350,041",486,184,26,541,ISS,"6,393,506,364",ISS,"6,393,506,364","143,136,327","11,528,901,860","12,189,369,438","48,531,636",84,175,23,5,3,1,0,0,0
320,EvG,"14,843,527,382","251,343,738",1.69%,"24,464,143,485","59,548,872","22,173,871,822",333,"46,873,680",837,"23,204,181","19,421,899,667",798,"24,322,509","18,878,476,122",598,291,18,661,"EvG,EoD,BBY","15,879,589,096","EvG,EoD,BBY","11,207,210,372","263,881,995","25,395,000,256","25,318,307,239","78,986,198",131,177,128,23,18,6,3,2,1
169,COTC,"3,061,565,920","51,697,647",1.69%,"827,062,306","18,632,680","2,879,673,062",55,"36,175,920",174,"17,595,206","3,061,565,920",165,"18,526,235","3,061,565,920",96,42,7,130,COTC,"2,490,962,579",COTC,"2,490,962,579","51,697,647","827,062,306","2,879,673,062","18,632,680",34,44,19,1,0,0,0,0,0
364,WOV,"7,696,374,706","129,880,021",1.69%,"6,752,696,164","38,576,444","8,711,150,006",185,"31,322,731",452,"18,448,700","8,338,812,341",432,"19,283,775","8,338,812,341",319,164,17,382,"WOV,~SoL","7,222,425,556","WOV,~SoL","5,350,309,195","130,742,055","6,809,010,649","8,955,205,071","42,679,657",99,190,10,2,1,2,0,0,0
74,H0RD,"4,967,367,410","82,774,723",1.67%,"4,909,746,241","35,142,496","6,146,728,811",85,"44,045,664",286,"17,368,418","4,967,367,410",249,"19,869,049","4,967,367,410",0,0,12,178,H0RD,"3,574,709,105",H0RD,"3,574,709,105","82,774,723","4,909,746,241","6,146,728,811","35,142,496",31,56,29,3,0,0,0,1,2
512,,"977,744,662","15,960,665",1.63%,"82,075,454","3,436,655","216,595,113",2,"17,046,017",509,"2,220,812","1,130,393,388",360,"2,840,828","1,130,393,388",0,0,70,362,,,,,"16,584,354","84,888,059","232,840,986","4,602,992",4,0,0,0,0,0,0,0,0
397,V-MS,"3,217,253,310","52,206,366",1.62%,"844,042,483","8,337,364","1,680,711,800",47,"25,629,747",276,"11,656,715","3,217,253,310",253,"12,675,363","3,217,253,310",120,27,26,186,V-MS,"1,795,186,356",V-MS,"1,795,186,356","52,206,366","844,042,483","1,680,711,800","8,337,364",79,56,2,0,0,0,0,0,0
516,SP16,"1,583,589,476","25,263,406",1.60%,"123,695,359","3,103,785","361,318,796",4,"13,996,918",672,"3,075,435","2,066,692,508",513,"3,783,408","2,044,532,847",0,0,76,509,SP16,"1,004,613,745",SP16,"1,004,613,745","27,923,807","140,253,893","435,116,946","5,201,308",15,0,0,0,0,0,0,0,0
94,OOR!,"2,339,548,382","37,265,105",1.59%,"1,490,128,674","16,174,500","2,810,707,465",40,"49,625,941",108,"21,662,485","2,339,548,382",92,"25,338,506","2,339,548,382",36,24,7,66,OOR!,"1,597,298,986",OOR!,"1,597,298,986","37,265,105","1,490,128,674","2,810,707,465","16,174,500",12,14,14,7,4,0,0,0,0
425,-ID-,"2,031,466,786","32,337,169",1.59%,"312,046,007","3,884,165","718,404,207",10,"20,960,120",256,"7,935,417","2,031,466,786",237,"8,520,539","2,031,466,786",0,0,22,188,-ID-,"1,198,600,220",-ID-,"1,198,600,220","32,337,169","312,046,007","718,404,207","3,884,165",72,8,0,0,0,0,0,0,0
395,CG-,"1,386,272,037","21,996,263",1.59%,"126,581,724","4,352,165","665,957,523",15,"23,643,595",170,"8,154,541","1,386,272,037",149,"9,248,249","1,386,272,037",73,12,25,151,CG-,"1,142,668,605",CG-,"1,142,668,605","21,996,263","126,581,724","665,957,523","4,352,165",39,15,0,0,0,0,0,0,0
99,TR0N,"13,061,202,051","206,810,215",1.58%,"31,693,632,785","86,623,655","21,369,927,879",107,"107,750,443",476,"27,801,416","13,233,473,786",413,"31,993,723","13,233,473,786",264,95,18,366,TR0N,"10,990,239,906",TR0N,"10,990,239,906","206,864,803","31,697,168,454","21,400,026,964","87,915,204",55,16,4,1,26,34,13,9,5
267,SWNS,"13,921,175,556","215,930,144",1.55%,"11,139,592,967","50,399,978","17,840,334,493",272,"49,012,923",573,"25,915,500","14,849,581,278",448,"33,068,366","14,849,581,278",234,196,22,525,"SWNS,SRF","11,005,970,089","SWNS,SRF","8,875,548,178","216,038,077","11,208,956,328","18,137,109,025","54,921,980",43,109,109,48,16,2,0,0,0
461,,"882,322,750","13,665,050",1.55%,"105,245,768","3,827,480","304,394,728",1,"19,491,314",200,"4,411,614","882,322,750",182,"4,787,253","882,322,750",67,0,35,129,,,,,"13,665,050","105,245,768","304,394,728","3,827,480",11,0,0,0,0,0,0,0,0
331,BM-E,"7,295,973,140","112,282,018",1.54%,"5,696,992,216","35,613,265","7,441,044,659",165,"32,838,357",599,"12,939,385","7,750,691,704",416,"18,533,735","7,750,691,704",214,119,21,470,"BM-E,~GE~","5,590,308,761","BM-E,~GE~","4,197,891,164","112,618,016","5,727,288,357","7,589,440,303","38,230,140",74,159,20,2,1,0,0,0,0
265,LOPV,"9,943,003,166","152,603,771",1.53%,"9,060,413,403","40,842,405","11,101,907,585",154,"55,538,574",335,"29,732,540","9,960,401,029",310,"32,083,129","9,960,401,029",148,97,22,263,"LOPV,LoF2","7,389,836,667","LOPV,LoF2","6,208,323,661","152,605,750","9,060,610,633","11,103,316,226","40,916,362",54,66,52,20,21,4,0,0,2
532,,"1,146,416,109","17,586,809",1.53%,"109,175,603","1,079,394","216,265,062",4,"23,191,790",974,"1,879,668","1,830,797,039",607,"2,587,919","1,602,954,616",0,0,109,854,,,,,"19,665,220","122,409,020","284,678,700","2,148,652",1,3,0,0,0,0,0,0,0
233,SHP&,"7,271,040,308","109,645,601",1.51%,"2,491,800,618","42,406,715","6,332,690,247",147,"39,612,071",426,"17,120,697","7,293,416,724",309,"23,555,716","7,293,416,724",1,0,14,226,SHP&,"3,498,415,742",SHP&,"3,498,415,742","109,647,914","2,491,976,153","6,334,631,848","42,525,364",45,100,51,5,3,0,0,0,0
434,SL!!,"1,834,740,293","27,625,820",1.51%,"227,219,590","4,562,425","591,947,085",7,"30,714,053",243,"7,550,372","1,834,740,293",218,"8,355,034","1,834,740,293",0,0,31,176,SL!!,"1,043,180,347",SL!!,"1,043,180,347","27,625,820","227,219,590","591,947,085","4,562,425",57,6,0,1,0,0,0,0,0
188,PP~~,"6,728,562,488","99,939,626",1.49%,"4,843,112,640","64,484,310","7,927,856,121",128,"42,514,084",262,"25,681,536","6,728,562,488",250,"26,884,558","6,728,562,488",154,103,6,213,PP~~,"5,744,843,945",PP~~,"5,744,843,945","99,939,626","4,843,112,640","7,927,856,121","64,484,310",24,87,54,11,1,0,1,0,0
399,GXL,"2,808,547,750","41,676,971",1.48%,"568,115,124","10,357,567","1,375,906,642",30,"23,665,918",265,"10,598,293","2,808,547,750",250,"11,193,528","2,808,547,750",130,22,23,219,GXL,"1,960,024,512",GXL,"1,960,024,512","41,676,971","568,115,124","1,375,906,642","10,357,567",91,33,1,0,0,0,0,0,0
503,,"1,240,200,584","18,314,353",1.48%,"111,120,839","3,413,729","304,550,603",0,,502,"2,863,519","1,437,486,562",412,"3,335,131","1,437,486,562",0,0,68,316,,,,,"18,846,431","115,061,809","326,354,437","4,167,199",6,0,0,0,0,0,0,0,0
535,,"936,565,582","13,712,767",1.46%,"87,516,243","1,481,610","162,872,403",1,"18,136,729","1,095","1,490,059","1,631,614,984",567,"2,255,820","1,355,414,037",0,0,111,873,,,,,"15,147,697","100,470,334","220,901,543","2,305,293",1,0,0,0,0,0,0,0,0
426,,"1,303,054,975","19,026,186",1.46%,"167,335,300","3,871,904","519,225,968",3,"23,098,220",223,"5,843,296","1,303,054,975",189,"6,828,619","1,303,054,975",0,0,25,193,,,,,"19,026,186","167,335,300","519,225,968","3,871,904",40,4,0,0,0,0,0,0,0
311,KINT,"4,626,162,674","67,124,656",1.45%,"1,518,673,975","24,292,477","3,746,980,708",86,"31,605,494",323,"14,350,389","4,635,175,792",294,"15,709,431","4,635,175,792",172,74,13,262,KINT,"3,624,248,387",KINT,"3,624,248,387","67,124,680","1,518,804,993","3,747,472,905","24,324,578",69,93,9,2,0,0,0,0,0
271,ONE_,"16,423,568,102","238,112,586",1.45%,"21,537,175,188","80,171,365","22,746,247,609",334,"51,543,186",688,"28,757,484","19,785,148,895",623,"31,718,205","19,739,092,460",433,293,15,591,"ONE_,6DAY,URC","17,283,884,177","ONE_,6DAY,URC","10,204,167,158","244,825,951","22,243,901,130","24,818,803,489","99,837,766",94,130,136,42,34,8,2,1,0
539,,"774,914,645","11,157,189",1.44%,"88,072,300","832,034","130,052,467",0,,"1,224","1,139,460","1,394,699,418",463,"2,062,904","1,128,783,935",0,0,134,"1,053",,,,,"12,474,130","97,538,122","179,542,359","1,412,743",0,0,0,0,0,0,0,0,0
504,,"1,438,418,998","20,565,743",1.43%,"123,436,848","2,693,773","327,479,535",4,"17,087,422",571,"3,074,244","1,755,393,262",464,"3,601,315","1,755,393,262",0,0,68,389,,,,,"22,009,482","133,294,620","372,898,622","3,963,946",10,0,0,0,0,0,0,0,0
490,VoiD,"2,926,798,214","41,260,583",1.41%,"535,699,529","5,020,633","930,667,026",15,"21,843,590",577,"6,120,694","3,531,640,467",511,"6,819,692","3,531,640,467",303,14,53,444,VoiD,"2,230,823,920",VoiD,"2,230,823,920","43,930,783","553,461,553","1,043,083,731","7,679,425",103,11,0,0,0,0,0,0,0
502,,"1,201,555,082","16,789,994",1.40%,"112,045,565","2,806,235","287,695,173",0,,500,"2,773,857","1,386,928,630",405,"3,286,811","1,386,928,630",0,0,65,338,,,,,"17,653,561","117,504,181","309,789,100","3,600,281",7,0,0,0,0,0,0,0,0
491,,"887,096,862","12,300,513",1.39%,"70,138,095","1,867,067","221,399,944",0,,270,"3,285,544","887,096,862",242,"3,578,044","887,096,862",30,0,45,175,,,,,"12,300,513","70,138,095","221,399,944","1,867,067",3,0,0,0,0,0,0,0,0
304,GmG,"2,440,031,678","33,797,063",1.39%,"1,024,288,250","20,708,075","1,929,821,311",34,"37,905,680",183,"13,333,506","2,440,031,678",159,"15,245,848","2,440,031,678",56,22,11,113,GmG,"1,390,221,468",GmG,"1,390,221,468","33,797,063","1,024,288,250","1,929,821,311","20,708,075",36,34,10,0,2,0,0,0,0
203,WwE,"10,955,847,749","151,076,115",1.38%,"8,555,688,467","56,267,671","14,471,321,120",221,"43,522,035",499,"23,593,449","11,773,130,922",474,"24,813,650","11,773,130,922",349,202,9,430,"WwE,DEN,CTIL","10,702,349,462","WwE,DEN,CTIL","7,742,039,171","151,318,213","8,672,003,789","14,715,099,099","60,094,596",80,102,112,17,3,0,0,0,0
8,M-T,"4,445,595,675","61,104,949",1.37%,"2,963,989,975","35,945,672","4,612,164,400",78,"44,821,082",205,"21,685,833","4,445,595,675",192,"23,115,886","4,445,595,675",0,0,5,142,"M-T,MT-","3,338,321,922","M-T,MT-","1,883,357,231","61,104,949","2,963,989,975","4,612,164,400","35,945,672",21,52,25,7,5,1,0,0,0
531,,"962,798,729","13,184,081",1.37%,"75,892,097","1,378,919","195,617,115",0,,839,"1,717,242","1,440,765,838",503,"2,426,219","1,350,270,816",0,0,95,644,,,,,"14,224,741","85,208,505","245,355,657","2,197,224",1,0,0,0,0,0,0,0,0
245,GV:W,"15,310,364,793","204,901,876",1.34%,"17,420,017,721","101,521,478","20,404,003,272",307,"50,178,273",700,"26,611,127","18,627,788,986",667,"27,904,170","18,547,552,624",501,280,14,566,"GV:W,GV:B,GV:F","15,887,251,495","GV:W,GV:B,GV:F","7,782,035,168","209,996,843","17,960,052,552","22,357,406,528","121,565,239",84,142,140,35,18,8,2,0,1
489,HoT~,"3,100,758,254","41,456,993",1.34%,"512,535,475","5,611,540","940,334,039",16,"26,136,588",581,"6,368,317","3,699,991,925",529,"6,943,309","3,699,991,925",297,15,47,438,HoT~,"2,273,233,875",HoT~,"2,273,233,875","44,357,140","541,152,188","1,062,392,066","8,345,470",127,11,0,1,0,0,0,0,0
230,YM30,"6,247,079,355","83,040,113",1.33%,"2,469,158,763","32,777,504","5,129,644,632",110,"38,124,413",416,"15,515,284","6,454,358,037",383,"16,812,236","6,454,358,037",0,0,9,282,"YM30,-GC-","3,746,678,572","YM30,-GC-","2,287,574,617","83,410,214","2,483,153,846","5,193,602,161","35,495,061",73,82,34,1,2,2,0,0,0
414,SH-,"6,175,512,099","81,236,222",1.32%,"3,510,723,837","11,375,284","4,278,495,193",136,"29,822,702",505,"13,210,493","6,671,298,787",467,"14,256,099","6,671,298,787",356,130,30,424,SH-,"4,678,381,338",SH-,"4,678,381,338","81,950,452","3,533,129,099","4,372,748,936","13,056,134",88,142,3,4,0,1,0,1,0
438,,"525,876,094","6,849,561",1.30%,"45,391,601","1,342,921","129,394,214",0,,125,"4,207,009","525,876,094",105,"4,894,532","525,876,094",0,0,28,73,,,,,"6,849,561","45,391,601","129,394,214","1,342,921",4,0,0,0,0,0,0,0,0
501,,"1,105,665,574","14,227,340",1.29%,"93,698,441","2,723,289","256,272,059",0,,490,"2,607,198","1,277,527,186",382,"3,132,763","1,277,527,186",0,0,70,270,,,,,"14,898,262","97,711,971","275,404,625","3,559,380",3,0,0,0,0,0,0,0,0
298,KOR',"15,305,486,818","194,324,782",1.27%,"22,994,956,688","88,696,346","22,510,445,125",350,"47,129,148",912,"21,762,619","19,847,508,148",883,"22,462,702","19,243,499,608",597,310,29,773,"KOR',ROK#,KF-1","16,564,436,743","KOR',ROK#,KF-1","10,747,374,299","205,814,606","24,336,935,523","25,831,462,721","117,198,895",112,147,149,31,22,6,2,1,0
347,KoA,"3,220,527,053","40,653,644",1.26%,"569,399,725","8,000,727","2,060,035,896",43,"28,667,685",281,"11,460,950","3,220,527,053",246,"13,031,538","3,220,527,053",133,33,20,195,KoA,"2,260,299,149",KoA,"2,260,299,149","40,653,644","569,399,725","2,060,035,896","8,000,727",84,52,3,0,0,0,0,0,0
540,,"674,908,588","8,431,595",1.25%,"78,565,553","1,357,519","103,556,364",0,,"1,285","1,011,985","1,300,400,126",444,"1,857,270","1,008,278,139",0,0,118,"1,120",,,,,"9,561,934","87,943,775","146,565,408","2,139,277",1,0,0,0,0,0,0,0,0
310,LioN,"14,382,690,274","178,829,167",1.24%,"16,643,528,853","76,068,266","20,338,201,194",399,"42,549,140",883,"23,138,101","20,430,942,968",855,"23,882,534","19,601,848,111",623,354,26,717,"LioN,_RC_,-LN-,ML~","17,449,787,430","LioN,_RC_,-LN-,ML~","9,576,821,859","202,972,356","18,880,712,257","25,462,045,781","111,741,689",119,244,113,29,18,6,1,0,0
