KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
258,GOHH,6602484523,336069530,5.09%,9288943746,108195621,14387778875,90,69734445,"7,206,383,585",29,9,2,0,0,7,1,0,0,0,0,0,57,180,"39,784,778",351,"20,531,007",0,0,6,165,"5,807,006,147",GOHH,"5,807,006,147",GOHH,"6,602,484,523","336,069,530","9,288,943,746","14,387,778,875","108,195,621",31,19,22
259,G&R,19107006391,2653362455,13.89%,57581880029,365913494,54232826359,190,101005738,"23,235,988,695",145,110,42,17,2,108,46,17,8,2,1,0,162,599,"38,791,300",599,"38,791,300",0,0,12,549,"18,867,860,305","G&R,GRd","20,562,347,873","G&R,GRd","19,107,006,391","2,653,362,455","57,581,880,029","54,232,826,359","365,913,494",224,4,4
260,OVO~,2137180167,41349895,1.93%,1535801184,18203689,2731662127,38,47083811,"2,436,714,318",3,0,0,0,0,1,0,0,0,0,0,0,9,112,"21,447,535",291,"8,373,589",0,0,10,108,"1,438,150,328",OVO~,"1,438,150,328",OVO~,"2,137,180,167","41,349,895","1,535,801,184","2,731,662,127","18,203,689",19,21,13
261,~MW,3243946684,26442947,0.82%,1613138577,33902736,3456856687,66,44239958,"3,457,979,524",4,3,0,0,0,0,0,0,0,0,0,0,7,110,"31,110,097",276,"12,528,911",0,0,10,94,"2,327,109,993",~MW,"2,327,109,993",~MW,"3,243,946,684","26,442,947","1,613,138,577","3,456,856,687","33,902,736",13,36,29
262,262F,2705632982,61555229,2.28%,1722835185,39832344,4015618886,46,49121733,"3,117,985,538",7,3,0,0,0,2,1,0,0,0,0,0,10,127,"24,269,063",280,"11,135,663",0,0,17,116,"1,111,820,408",262F,"1,111,820,408",262F,"2,705,632,982","61,555,229","1,722,835,185","4,015,618,886","39,832,344",33,28,14
263,FRND,4546303586,136835131,3.01%,2062624412,56234976,5768782048,91,45689420,"4,789,289,790",6,2,0,0,0,3,0,0,0,0,0,0,18,153,"31,108,292",309,"15,499,320",0,0,8,135,"3,955,019,987",FRND,"3,955,019,987",FRND,"4,546,303,586","136,835,131","2,062,624,412","5,768,782,048","56,234,976",23,45,32
264,VoS,3317710007,6801098,0.20%,2987434439,34036012,5573279794,52,60803219,"3,604,987,647",13,5,0,0,0,0,0,0,0,0,0,0,24,101,"35,337,379",262,"13,759,495",57,40,8,88,"2,974,606,953",VoS,"2,974,606,953",VoS,"3,317,710,007","6,801,098","2,987,434,439","5,573,279,794","34,036,012",16,12,17
265,LOPV,3234930506,57926880,1.79%,3429592811,11980566,4239127882,52,60340938,"3,581,403,238",15,5,0,0,0,1,0,0,0,0,0,0,25,115,"30,815,747",337,"10,627,309",36,26,17,132,"2,592,365,862",LOPV,"2,592,365,862",LOPV,"3,234,930,506","57,926,880","3,429,592,811","4,239,127,882","11,980,566",16,15,11
266,RA-C,24080314978,5005451330,20.79%,106342694598,408946476,79551487601,178,135432484,"27,068,052,906",173,158,98,51,10,164,119,65,29,16,5,1,174,600,"45,113,422",600,"45,113,422",0,0,15,582,"24,224,494,931","RA-C,RA_V","25,401,237,501","RA-C,RA_V","24,080,314,978","5,005,451,330","106,342,694,598","79,551,487,601","408,946,476",118,0,0
267,SOE,7679798461,106438272,1.39%,7665171987,52472244,13873361592,134,57125975,"8,239,638,159",31,15,1,0,0,1,0,0,0,0,0,0,58,195,"42,025,709",413,"19,950,698",99,80,17,235,"6,140,669,931",SOE,"6,140,669,931",SOE,"7,679,798,461","106,438,272","7,665,171,987","13,873,361,592","52,472,244",46,23,34
268,RA-V,1993118469,4894765,0.25%,1161229741,12746045,2506388273,40,44979382,"2,234,970,210",3,0,0,0,0,0,0,0,0,0,0,0,7,84,"26,302,213",254,"8,799,095",38,25,8,104,"1,696,545,097",RA-V,"1,696,545,097",RA-V,"1,993,118,469","4,894,765","1,161,229,741","2,506,388,273","12,746,045",20,18,15
269,TWSK,11800262246,342472090,2.90%,10556529659,94831392,20200667596,189,60260020,"12,189,188,011",32,12,0,0,0,3,0,0,0,0,0,0,84,260,"46,768,426",439,"27,765,804",186,154,13,243,"10,831,177,232",TWSK,"10,831,177,232",TWSK,"11,800,262,246","342,472,090","10,556,529,659","20,200,667,596","94,831,392",20,38,74
270,'LS',9132133190,40411163,0.44%,19469090159,89888174,21922493016,114,79887795,"10,292,527,984",68,32,3,0,0,0,0,0,0,0,0,0,90,280,"36,617,764",463,"22,230,082",163,93,11,190,"8,041,019,142",'LS',"8,041,019,142",'LS',"9,132,133,190","40,411,163","19,469,090,159","21,922,493,016","89,888,174",47,16,6
271,NCB_,7579517514,491721696,6.49%,18194982657,95069476,19485230677,108,69178983,"8,207,843,757",39,15,2,1,0,14,3,1,0,0,0,0,67,205,"39,699,722",514,"15,968,568",140,86,9,217,"6,799,613,936",NCB_,"6,799,613,936",NCB_,"7,579,517,514","491,721,696","18,194,982,657","19,485,230,677","95,069,476",27,18,23
272,FRCO,7789601614,236585356,3.04%,8785472965,75005492,14927818280,115,64046376,"8,308,740,106",31,11,2,0,0,2,0,0,0,0,0,0,56,212,"39,083,716",349,"23,807,278",141,99,8,188,"6,356,874,135","FRCO,frch","7,691,364,125","FRCO,frch","7,789,601,614","236,585,356","8,785,472,965","14,927,818,280","75,005,492",26,30,38
273,@273,6860913245,17528900,0.26%,9433724188,61088680,13822418206,108,60355068,"7,374,238,351",23,12,2,1,0,0,0,0,0,0,0,0,51,205,"35,788,130",392,"18,811,833",107,70,11,172,"5,016,104,543",@273,"5,016,104,543",@273,"6,860,913,245","17,528,900","9,433,724,188","13,822,418,206","61,088,680",24,40,24
274,Kov#,5074829365,3026322,0.06%,2032911948,21439928,5077355050,97,48012634,"5,520,522,190",5,1,0,0,0,0,0,0,0,0,0,0,15,170,"32,253,122",367,"15,042,295",60,44,13,198,"3,426,966,300",Kov#,"3,426,966,300",Kov#,"5,074,829,365","3,026,322","2,032,911,948","5,077,355,050","21,439,928",27,39,53
275,BEST,9164561627,406597892,4.44%,14457119706,106745895,17939333925,124,70784570,"10,133,840,766",45,26,7,2,0,10,1,1,0,0,0,0,69,272,"37,120,409",455,"22,272,178",179,101,10,243,"7,810,214,844",BEST,"7,810,214,844",BEST,"9,164,561,627","406,597,892","14,457,119,706","17,939,333,925","106,745,895",54,27,34
276,KoV~,5133870744,236532855,4.61%,9335052593,51659280,11733972804,60,84075440,"5,548,826,056",36,21,5,0,0,10,0,0,0,0,0,0,49,160,"34,503,706",387,"14,338,052",0,0,14,127,"4,323,153,917",KoV~,"4,323,153,917",KoV~,"5,133,870,744","236,532,855","9,335,052,593","11,733,972,804","51,659,280",18,7,3
277,HogW,5883364549,345302005,5.87%,5342068214,53766279,9010687539,94,55579743,"6,265,963,603",13,5,2,0,0,10,3,2,0,0,0,0,33,176,"35,397,482",359,"17,453,938",0,0,4,160,"5,080,314,290",HogW,"5,080,314,290",HogW,"5,883,364,549","345,302,005","5,342,068,214","9,010,687,539","53,766,279",25,39,40
278,VHS:,6885566983,16663055,0.24%,5651237773,72842870,10006673844,122,51678168,"7,291,100,102",13,7,3,1,1,0,0,0,0,0,1,0,32,217,"33,483,401",368,"19,812,772",119,87,14,175,"5,609,226,564",VHS:,"5,609,226,564",VHS:,"6,885,566,983","16,663,055","5,651,237,773","10,006,673,844","72,842,870",28,55,46
279,MBH,1844789722,25749099,1.40%,2275158809,23408475,3510090225,30,54084236,"2,207,156,211",5,1,0,0,0,0,0,0,0,0,0,0,11,95,"22,883,121",290,"7,610,883",0,0,10,71,"1,505,556,816",MBH,"1,505,556,816",MBH,"1,844,789,722","25,749,099","2,275,158,809","3,510,090,225","23,408,475",20,11,11
280,ToD,4687763553,24047651,0.51%,4446763624,68139094,8389812642,83,52709975,"5,066,765,358",7,1,0,0,0,0,0,0,0,0,0,0,20,156,"32,237,015",343,"14,771,911",73,61,12,139,"3,769,383,769",ToD,"3,769,383,769",ToD,"4,687,763,553","24,047,651","4,446,763,624","8,389,812,642","68,139,094",26,19,49
281,LoC-,17471824216,1912275728,10.94%,30993474641,202008908,42041878701,219,76307386,"18,675,212,340",100,51,11,2,0,72,27,9,4,2,0,0,145,439,"42,445,820",600,"31,125,354",0,0,11,421,"15,152,793,028","LoC-,LoM-","16,867,441,216","LoC-,LoM-","17,471,824,216","1,912,275,728","30,993,474,641","42,041,878,701","202,008,908",51,42,49
282,HE!,15866334244,113056640,0.71%,33318925943,182231373,42446074364,205,77066855,"18,063,199,297",100,43,8,2,0,1,0,0,0,0,0,0,162,471,"38,251,398",597,"30,256,615",336,180,9,419,"14,143,363,847","HE!,D282,L282","16,341,474,233","HE!,D282,L282","15,866,334,244","113,056,640","33,318,925,943","42,446,074,364","182,231,373",109,20,13
283,RFF,21711924911,4079757280,18.79%,82070535076,275754976,72956785982,272,83148446,"26,071,044,466",194,120,39,13,1,190,78,25,13,3,0,0,197,600,"43,451,741",600,"43,451,741",0,0,16,575,"21,083,851,631","RFF,HxV,RFF2","23,364,276,974","RFF,HxV,RFF2","21,711,924,911","4,079,757,280","82,070,535,076","72,956,785,982","275,754,976",243,3,2
284,RNW:,1819291203,37496164,2.06%,4163837939,26477540,4559439541,31,54236096,"2,145,831,231",5,0,0,0,0,1,0,0,0,0,0,0,14,83,"25,419,817",303,"7,081,951",0,0,7,80,"1,553,034,213",RNW:,"1,553,034,213",RNW:,"1,819,291,203","37,496,164","4,163,837,939","4,559,439,541","26,477,540",17,13,5
285,UST~,5430970320,2839343,0.05%,2208807301,70948678,7194341351,104,48254759,"5,657,849,934",2,0,0,0,0,0,0,0,0,0,0,0,20,158,"35,554,151",376,"15,047,473",69,57,11,166,"3,591,390,300",UST~,"3,591,390,300",UST~,"5,430,970,320","2,839,343","2,208,807,301","7,194,341,351","70,948,678",16,38,54
286,WG:L,19155865488,3480127727,18.17%,70935632565,349078588,61524242749,204,94719530,"22,581,441,274",153,91,32,12,5,144,61,24,13,9,1,1,169,597,"37,824,860",597,"37,824,860",0,0,18,566,"18,252,266,780",WG:L,"18,252,266,780",WG:L,"19,155,865,488","3,480,127,727","70,935,632,565","61,524,242,749","349,078,588",138,14,3
287,OEV,3665098032,2167075,0.06%,2164250609,49237462,5406040749,69,49586131,"3,944,883,108",3,0,0,0,0,0,0,0,0,0,0,0,19,113,"34,610,733",340,"11,602,597",35,28,11,95,"2,598,468,091",OEV,"2,598,468,091",OEV,"3,665,098,032","2,167,075","2,164,250,609","5,406,040,749","49,237,462",16,28,27
288,G95K,2308014284,11824212,0.51%,1557199611,24133669,2635895007,44,46597462,"2,636,655,059",4,3,0,0,0,1,0,0,0,0,0,0,8,105,"24,729,506",324,"8,137,824",14,7,10,109,"1,871,245,330",G95K,"1,871,245,330",G95K,"2,308,014,284","11,824,212","1,557,199,611","2,635,895,007","24,133,669",15,27,15
289,S/T,9512141333,1307431058,13.74%,21921074244,187130799,26200015952,135,68535691,"10,531,231,323",42,16,1,0,0,46,19,6,2,1,0,0,87,303,"34,619,059",499,"21,104,672",0,0,14,272,"8,911,937,215",S/T,"8,911,937,215",S/T,"9,512,141,333","1,307,431,058","21,921,074,244","26,200,015,952","187,130,799",51,22,28
290,!KOD,1963806958,67206587,3.42%,5091299136,26337152,5140578827,34,56249093,"2,356,714,484",8,3,1,0,0,2,1,1,0,0,0,0,12,106,"21,811,171",301,"7,829,616",0,0,13,63,"1,097,214,070",!KOD,"1,097,214,070",!KOD,"1,963,806,958","67,206,587","5,091,299,136","5,140,578,827","26,337,152",16,10,11
291,CCRN,6542167163,352132786,5.38%,8646011307,63400096,13771761432,94,64240198,"7,143,162,417",27,13,3,2,0,10,4,0,0,0,0,0,43,195,"36,399,545",390,"18,315,801",0,0,15,182,"5,534,865,586",CCRN,"5,534,865,586",CCRN,"6,542,167,163","352,132,786","8,646,011,307","13,771,761,432","63,400,096",35,26,34
292,FOD!,9084327774,816491644,8.99%,14088139444,125929762,22148468056,132,67079048,"9,811,627,304",41,19,4,1,0,25,7,3,1,0,0,0,73,248,"39,400,738",429,"22,870,926",0,0,14,216,"7,876,074,438",FOD!,"7,876,074,438",FOD!,"9,084,327,774","816,491,644","14,088,139,444","22,148,468,056","125,929,762",38,37,25
293,,1143668471,2472564,0.22%,1644994671,10553361,1841851867,20,47080168,"1,386,485,368",2,2,0,0,0,0,0,0,0,0,0,0,5,71,"19,040,823",238,"5,825,569",0,0,12,69,,,,,"1,143,668,471","2,472,564","1,644,994,671","1,841,851,867","10,553,361",10,17,2
294,KUR,7167364966,210428458,2.94%,6297553815,85139040,12139298298,137,48417682,"7,577,833,285",8,2,0,0,0,4,0,0,0,0,0,0,31,209,"36,083,897",394,"19,233,079",0,0,19,177,"5,691,765,730",KUR,"5,691,765,730",KUR,"7,167,364,966","210,428,458","6,297,553,815","12,139,298,298","85,139,040",31,55,62
295,-RA-,4754581014,80221038,1.69%,2458442644,48523468,6952975691,81,53731917,"5,078,665,825",10,1,0,0,0,1,0,0,0,0,0,0,31,140,"35,988,533",300,"16,928,886",0,0,7,136,"4,540,767,354",-RA-,"4,540,767,354",-RA-,"4,754,581,014","80,221,038","2,458,442,644","6,952,975,691","48,523,468",21,30,29
296,,536110067,1977176,0.37%,274360532,4671287,568556717,12,40544027,"757,421,331",1,0,0,0,0,0,0,0,0,0,0,0,1,56,"12,916,496",221,"3,427,246",0,0,21,66,,,,,"536,110,067","1,977,176","274,360,532","568,556,717","4,671,287",8,4,6
297,SG97,14166387121,1999353262,14.11%,39489078276,131333150,41532619341,164,86328040,"16,463,991,198",97,43,17,6,1,82,24,10,6,4,0,0,141,475,"34,587,772",597,"27,577,875",0,0,18,443,"13,972,997,641",SG97,"13,972,997,641",SG97,"14,166,387,121","1,999,353,262","39,489,078,276","41,532,619,341","131,333,150",107,8,10
298,"""TR""",8691500507,35470967,0.41%,11970665462,107584665,18413008062,128,64639449,"9,446,476,011",36,14,3,0,0,0,0,0,0,0,0,0,71,253,"37,200,645",453,"20,853,148",146,88,14,179,"7,167,590,354","""TR""","7,167,590,354","""TR""","8,691,500,507","35,470,967","11,970,665,462","18,413,008,062","107,584,665",41,33,32
299,BxB,15196992213,1301607511,8.56%,25609101055,173740055,37245909557,222,65565226,"16,865,267,433",62,25,4,3,0,41,9,1,0,0,0,0,126,487,"34,557,984",597,"28,250,029",0,0,10,439,"12,661,974,486","BxB,NXAC","15,188,431,924","BxB,NXAC","15,196,992,213","1,301,607,511","25,609,101,055","37,245,909,557","173,740,055",83,54,53
300,ASI,18719867996,1332576547,7.12%,28226015472,258695763,46989096108,300,62112174,"21,385,268,862",64,20,2,1,0,29,4,0,0,0,0,0,154,598,"35,761,319",598,"35,761,319",0,0,11,504,"13,043,567,115","ASI,ASi,AsiW","18,146,139,362","ASI,ASi,AsiW","19,338,286,768","1,336,417,497","28,322,572,921","47,490,365,569","270,189,379",121,67,92
301,SCS,3096827409,27103620,0.88%,3334375175,30308298,5078476509,59,46544107,"3,500,699,255",4,2,0,0,0,0,0,0,0,0,0,0,11,130,"26,542,466",394,"8,885,023",0,0,16,120,"2,717,660,996",SCS,"2,717,660,996",SCS,"3,096,827,409","27,103,620","3,334,375,175","5,078,476,509","30,308,298",17,34,22
302,SHPz,16403349436,2157470531,13.15%,44283813513,228468493,46520546810,263,65280789,"18,576,275,397",119,69,18,5,0,88,31,11,5,2,0,0,149,443,"41,823,071",591,"31,431,938",0,0,20,424,"12,713,388,688","SHPz,EDx,SHPF","16,982,622,636","SHPz,EDx,SHPF","16,403,349,436","2,157,470,531","44,283,813,513","46,520,546,810","228,468,493",135,25,14
303,PROP,2034627989,14581164,0.72%,1191791052,21953423,2829324368,42,46196965,"2,301,406,402",3,1,0,0,0,0,0,0,0,0,0,0,6,88,"25,622,858",324,"7,103,106",0,0,20,138,"1,533,054,158",PROP,"1,533,054,158",PROP,"2,034,627,989","14,581,164","1,191,791,052","2,829,324,368","21,953,423",13,19,19
304,SwaF,8902663632,1115069181,12.53%,23866922425,111430430,24138744411,105,82249037,"10,115,669,611",60,25,1,1,0,39,16,6,2,2,0,0,90,276,"36,501,426",496,"20,394,495",0,0,15,245,"8,540,298,671",SwaF,"8,540,298,671",SwaF,"8,902,663,632","1,115,069,181","23,866,922,425","24,138,744,411","111,430,430",58,12,10
305,05DK,14688368788,1750495803,11.92%,27376857518,143134061,39255272445,192,75389091,"16,268,128,837",82,27,5,1,0,67,17,7,1,0,0,0,147,402,"40,345,038",589,"27,619,913",0,0,11,359,"12,945,282,079",05DK,"12,945,282,079",05DK,"14,688,368,788","1,750,495,803","27,376,857,518","39,255,272,445","143,134,061",82,17,27
306,,972310557,2973911,0.31%,362151214,4346825,1173171494,21,42477842,"1,252,859,321",1,0,0,0,0,0,0,0,0,0,0,0,3,67,"17,970,892",316,"3,964,745",0,0,8,49,,,,,"972,310,557","2,973,911","362,151,214","1,173,171,494","4,346,825",8,12,8
307,DWO,6211322648,202035128,3.25%,4038583506,47369006,9312709030,118,48442181,"6,589,988,112",5,2,0,0,0,4,0,0,0,0,0,0,23,192,"34,100,515",417,"15,803,329",0,0,16,201,"6,076,221,570",DWO,"6,076,221,570",DWO,"6,211,322,648","202,035,128","4,038,583,506","9,312,709,030","47,369,006",26,45,61
308,RZX-,5743291351,498370996,8.68%,19793198827,72355071,15373545462,76,73673661,"6,093,011,551",34,12,6,1,1,21,6,1,1,0,0,0,46,142,"42,582,369",418,"14,576,583",78,60,9,140,"5,084,388,095",RZX-,"5,084,388,095",RZX-,"5,743,291,351","498,370,996","19,793,198,827","15,373,545,462","72,355,071",16,13,18
309,FaC,3583535465,245012893,6.84%,4386632173,38917109,6352748099,59,55016287,"3,871,589,720",10,1,0,0,0,7,2,0,0,0,0,0,23,114,"33,579,224",326,"11,876,042",0,0,15,95,"2,991,622,709",FaC,"2,991,622,709",FaC,"3,583,535,465","245,012,893","4,386,632,173","6,352,748,099","38,917,109",17,24,19
310,LioN,16127868185,2910789034,18.05%,53118723304,226675845,49260050053,170,95206522,"19,847,164,505",132,69,15,6,1,132,48,18,10,4,0,0,160,596,"33,300,612",596,"33,300,612",0,0,13,544,"16,207,409,040","LioN,-LN-","17,474,522,182","LioN,-LN-","16,127,868,185","2,910,789,034","53,118,723,304","49,260,050,053","226,675,845",178,1,1
311,KINT,5904695263,233053391,3.95%,3183295531,51809125,7977806686,111,47809157,"6,476,383,982",6,1,0,0,0,3,3,0,0,0,0,0,23,219,"29,387,299",437,"14,820,101",0,0,5,171,"5,230,556,762",KINT,"5,230,556,762",KINT,"5,904,695,263","233,053,391","3,183,295,531","7,977,806,686","51,809,125",36,51,49
312,,2143535452,7983548,0.37%,2370835177,23134284,3220606715,38,51162731,"2,751,972,574",6,3,0,0,0,0,0,0,0,0,0,0,12,171,"15,666,536",593,"4,640,763",0,0,25,125,,,,,"2,143,535,452","7,983,548","2,370,835,177","3,220,606,715","23,134,284",20,18,10
313,XSJ,3878727214,6074016,0.16%,3335312175,39074282,6069250502,66,53858970,"4,212,607,208",8,5,2,0,0,0,0,0,0,0,0,0,22,144,"28,939,663",399,"10,557,913",58,44,16,134,"3,182,701,364",XSJ,"3,182,701,364",XSJ,"3,878,727,214","6,074,016","3,335,312,175","6,069,250,502","39,074,282",20,25,23
314,ASH1,6230408352,588745862,9.45%,17498169795,106249222,15699503832,60,102421016,"7,446,987,046",44,28,9,5,3,27,4,1,1,1,1,1,50,378,"19,583,920",593,"12,558,157",0,0,15,296,"4,418,035,700",ASH1,"4,418,035,700",ASH1,"6,230,408,352","588,745,862","17,498,169,795","15,699,503,832","106,249,222",39,3,5
315,3TL,3204087584,132705209,4.14%,4031320051,17492365,5719405220,58,49696440,"3,702,637,040",5,0,0,0,0,5,1,0,0,0,0,0,17,167,"21,878,841",455,"8,137,664",0,0,17,118,"2,385,728,019",3TL,"2,385,728,019",3TL,"3,204,087,584","132,705,209","4,031,320,051","5,719,405,220","17,492,365",19,31,17
316,UNiT,11123706248,906301907,8.15%,21592390190,172181535,29063281228,152,70405848,"12,882,975,546",50,26,7,2,1,29,2,1,1,0,1,0,85,428,"29,971,717",598,"21,543,437",0,0,11,382,"10,148,975,660",UNiT,"10,148,975,660",UNiT,"11,123,706,248","906,301,907","21,592,390,190","29,063,281,228","172,181,535",86,21,46
317,,986740479,23804133,2.41%,686799577,5902081,1093624489,23,36131859,"1,294,692,953",0,0,0,0,0,1,0,0,0,0,0,0,2,87,"14,218,172",356,"3,636,778",0,0,8,45,,,,,"986,740,479","23,804,133","686,799,577","1,093,624,489","5,902,081",12,17,6
318,A318,1738268093,719329,0.04%,1081112304,17243664,2223603406,34,43352579,"2,110,846,968",1,0,0,0,0,0,0,0,0,0,0,0,5,96,"21,413,868",371,"5,689,614",10,6,18,97,"1,011,054,978",A318,"1,011,054,978",A318,"1,738,268,093","719,329","1,081,112,304","2,223,603,406","17,243,664",19,24,12
319,W~B,7480652553,817597458,10.93%,16177880381,111220267,20587882304,119,62627316,"9,025,900,673",31,9,1,0,0,33,5,1,0,0,0,0,64,347,"25,874,684",595,"15,169,581",0,0,12,293,"6,834,151,976",W~B,"6,834,151,976",W~B,"7,480,652,553","817,597,458","16,177,880,381","20,587,882,304","111,220,267",65,21,28
320,EvG,2524637519,24429366,0.97%,3768773986,26512422,4656765729,43,57262531,"3,083,784,680",10,5,1,0,0,0,0,0,0,0,0,0,19,150,"20,232,893",434,"7,105,495",30,17,17,74,"1,547,464,629",EvG,"1,547,464,629",EvG,"2,524,637,519","24,429,366","3,768,773,986","4,656,765,729","26,512,422",18,14,8
321,S1N,5339307753,80167915,1.50%,3725233532,68833786,8691336396,102,46248207,"5,845,338,617",6,3,1,0,0,0,0,0,0,0,0,0,19,211,"27,481,793",449,"13,018,572",0,0,12,196,"4,519,089,867",S1N,"4,519,089,867",S1N,"5,339,307,753","80,167,915","3,725,233,532","8,691,336,396","68,833,786",30,55,40
322,Ph#x,2824096171,53553608,1.90%,1228741236,14581687,3000038956,50,47639889,"3,131,754,548",1,0,0,0,0,1,0,0,0,0,0,0,9,110,"28,117,344",317,"9,879,352",59,38,15,150,"2,434,095,240",Ph#x,"2,434,095,240",Ph#x,"2,824,096,171","53,553,608","1,228,741,236","3,000,038,956","14,581,687",19,22,27
323,HS-D,2534049527,33906442,1.34%,1809219999,16326823,2743645450,59,39700713,"2,910,762,364",1,0,0,0,0,1,0,0,0,0,0,0,6,135,"21,210,552",376,"7,741,389",0,0,17,116,"1,539,867,517",HS-D,"1,539,867,517",HS-D,"2,534,049,527","33,906,442","1,809,219,999","2,743,645,450","16,326,823",20,37,17
324,ASC~,12725955259,1969497496,15.48%,46456843840,139382427,39158995073,139,91742015,"14,622,154,854",94,64,26,9,2,84,32,16,6,2,0,0,108,374,"38,974,340",593,"24,657,934",0,0,13,353,"12,816,400,279","ASC~,DSC~","13,846,576,179","ASC~,DSC~","12,725,955,259","1,969,497,496","46,456,843,840","39,158,995,073","139,382,427",94,12,7
325,,769398796,238977,0.03%,317010097,5166309,763751762,17,33084959,"1,037,939,903",0,0,0,0,0,0,0,0,0,0,0,0,0,69,"14,410,565",317,"3,274,258",3,3,14,79,,,,,"769,398,796","238,977","317,010,097","763,751,762","5,166,309",11,18,4
326,NW:S,8914701792,756142792,8.48%,15220467537,146782070,22454064702,140,62797946,"10,118,707,274",33,10,1,1,0,21,4,1,0,0,0,0,80,317,"31,787,135",550,"18,397,650",0,0,15,276,"7,859,011,160",NW:S,"7,859,011,160",NW:S,"8,914,701,792","756,142,792","15,220,467,537","22,454,064,702","146,782,070",56,25,33
327,,1707052190,15277864,0.89%,648772181,12524336,1479508444,39,34811245,"2,004,872,649",0,0,0,0,0,1,0,0,0,0,0,0,5,98,"20,017,672",330,"6,075,372",13,11,18,141,,,,,"1,707,052,190","15,277,864","648,772,181","1,479,508,444","12,524,336",22,34,4
328,HWGA,1881518246,5505992,0.29%,462908657,10464700,1749346601,31,46358206,"2,282,096,606",0,0,0,0,0,0,0,0,0,0,0,0,8,98,"22,904,776",305,"7,482,284",0,0,15,98,"1,926,895,676",HWGA,"1,926,895,676",HWGA,"1,881,518,246","5,505,992","462,908,657","1,749,346,601","10,464,700",24,23,10
329,-FF-,7012395190,369513617,5.27%,5779482645,91586120,12088333458,119,53367937,"7,524,255,107",13,1,0,0,0,10,3,0,0,0,0,0,40,230,"32,522,905",457,"16,464,453",0,0,10,199,"6,231,805,975",-FF-,"6,231,805,975",-FF-,"7,012,395,190","369,513,617","5,779,482,645","12,088,333,458","91,586,120",26,49,49
330,LUNA,6181782867,252655549,4.09%,4618299060,52254552,10434146809,108,53392200,"6,774,898,490",11,2,0,0,0,6,0,0,0,0,0,0,35,199,"33,837,643",419,"16,169,209",0,0,10,191,"6,020,067,947",LUNA,"6,020,067,947",LUNA,"6,181,782,867","252,655,549","4,618,299,060","10,434,146,809","52,254,552",39,32,46
