KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M
288,G95K,2034508375,,0.00%,815624503,21534365,2006827984,40,44609850,0,0,0,0,0,1,1,0,0,0,0,0,"2,320,704,707","1,516,697,741",95,311,"24,047,020","7,462,073",5,9,6,12,91,G95K,"2,034,508,375",,"815,624,503","2,006,827,984","21,534,365",13,26,15
289,S/T,10373412600,1219818700,11.76%,27864167960,219428718,31493560319,135,75845460,43,13,7,4,0,60,27,6,2,1,0,0,"11,295,908,650","10,320,993,081",260,455,"43,285,643","24,826,173",93,0,0,10,236,S/T,"10,373,412,600","1,219,818,700","27,864,167,960","31,493,560,319","219,428,718",50,19,21
290,!KOD,1990812746,36175987,1.82%,5553185284,28963678,5463961586,33,57795833,1,0,0,0,0,8,2,1,0,0,0,0,"2,298,217,243","1,061,522,328",83,263,"27,256,623","8,738,469",13,0,0,9,46,!KOD,"1,990,812,746","36,175,987","5,553,185,284","5,463,961,586","28,963,678",18,7,11
291,CCRN,7122807084,601966197,8.45%,11985077393,97828866,17063320521,99,67428308,24,5,2,1,0,29,15,6,1,0,0,0,"7,803,671,427","6,233,867,229",208,394,"37,342,663","19,806,273",49,0,0,14,193,CCRN,"7,122,807,084","601,966,197","11,985,077,393","17,063,320,521","97,828,866",35,27,32
292,FOD!,6345404948,379752043,5.98%,9604022170,90274789,16140764130,90,68724239,9,2,0,0,0,35,16,1,1,0,0,0,"6,899,059,292","5,246,879,734",177,350,"38,770,154","19,711,598",50,0,0,13,139,FOD!,"6,345,404,948","379,752,043","9,604,022,170","16,140,764,130","90,274,789",28,26,15
293,,947659690,229970,0.02%,989349409,6600473,1439307308,18,43400347,0,0,0,0,0,1,1,0,0,0,0,0,"1,200,919,984",,75,260,"15,484,299","4,618,923",3,4,2,9,77,,"947,659,690","229,970","989,349,409","1,439,307,308","6,600,473",11,12,5
294,KUR,7216619962,288645085,4.00%,7220355722,86144108,13102477490,127,53836280,9,1,0,0,0,15,7,0,0,0,0,0,"7,648,125,302","6,062,673,225",200,383,"38,058,072","19,968,996",40,0,0,17,177,KUR,"7,216,619,962","288,645,085","7,220,355,722","13,102,477,490","86,144,108",33,33,58
295,-RA-,6042739164,211478063,3.50%,4907128983,67236655,10612860842,96,58715636,5,1,0,0,0,16,3,0,0,0,0,0,"6,477,360,002","5,655,477,249",171,332,"37,667,456","19,510,120",43,0,0,7,155,-RA-,"6,042,739,164","211,478,063","4,907,128,983","10,612,860,842","67,236,655",27,30,32
296,,600302905,,0.00%,513404280,6023653,863195773,12,48639779,0,0,0,0,0,1,0,0,0,0,0,0,"985,158,788",,76,283,"12,371,833","3,481,126",2,1,0,20,74,,"600,302,905",,"513,404,280","863,195,773","6,023,653",12,2,8
297,SG97,15125502603,1582605137,10.46%,44385480468,163855196,46485355030,163,92834344,72,14,3,0,0,115,67,21,9,0,0,0,"17,434,658,930","14,555,461,729",489,600,"35,581,401","29,057,765",144,0,0,14,442,"SG97,SE97","15,125,502,603","1,582,605,137","44,385,480,468","46,485,355,030","163,855,196",96,10,4
298,"""TR""",7599501771,594024932,7.82%,13739229542,114285222,18555011565,106,69658905,24,3,0,0,0,42,22,3,0,0,0,0,"8,298,338,319","6,308,344,124",211,407,"39,175,875","20,389,038",64,0,0,12,146,"""TR""","7,599,501,771","594,024,932","13,739,229,542","18,555,011,565","114,285,222",32,25,19
299,BxB,9971188051,707013814,7.09%,17275581483,130020712,25401679615,148,63856842,22,4,0,0,0,38,16,2,0,0,0,0,"11,026,400,777","7,727,707,658",319,508,"34,448,011","21,705,513",83,0,0,10,289,"BxB,NXAC","9,971,188,051","707,013,814","17,275,581,483","25,401,679,615","130,020,712",58,40,32
300,ASI,17904230501,685893511,3.83%,28490227409,246002228,46469041160,265,66171270,6,0,0,0,0,76,20,5,0,0,0,0,"20,063,149,790","12,893,708,257",599,599,"33,494,407","33,494,407",161,462,238,9,522,"ASI,ASi,AsiW","17,904,230,501","685,893,511","28,490,227,409","46,469,041,160","246,002,228",116,42,63
301,SCS,2507653577,8242110,0.33%,2158581896,24815134,3765823013,52,42789098,0,0,0,0,0,2,0,0,0,0,0,0,"2,833,468,123","2,043,926,126",115,386,"24,178,416","7,340,591",9,0,0,18,109,SCS,"2,507,653,577","8,242,110","2,158,581,896","3,765,823,013","24,815,134",19,32,16
302,SHPz,10788725359,996395490,9.24%,31801216093,162154239,33911609499,199,58899548,46,7,1,1,0,81,60,18,3,1,0,0,"12,600,300,356","7,716,043,270",295,591,"42,486,196","21,320,305",92,0,0,18,264,"SHPz,SHPx,SHPF","10,788,725,359","996,395,490","31,801,216,093","33,911,609,499","162,154,239",125,10,9
303,PROP,1982697474,14693025,0.74%,1895442532,20736354,2991347409,35,55484255,0,0,0,0,0,4,3,2,2,0,0,0,"2,242,353,070","1,686,648,887",78,311,"28,150,329","7,210,138",8,0,0,20,128,PROP,"1,982,697,474","14,693,025","1,895,442,532","2,991,347,409","20,736,354",10,12,15
304,SwaF,8835959691,952295561,10.78%,28442358513,127361816,26226055410,93,94329393,40,11,3,2,0,73,42,7,0,0,0,0,"10,081,997,133","6,430,059,542",258,480,"38,903,246","21,004,161",86,0,0,18,235,"SwaF,SwaG","8,835,959,691","952,295,561","28,442,358,513","26,226,055,410","127,361,816",58,4,4
305,05DK,14690908054,1400068819,9.53%,30924436848,161505238,43242896066,171,84827216,56,10,1,0,0,96,49,10,3,0,0,0,"16,089,962,286","13,146,705,136",378,598,"42,444,903","26,906,291",144,0,0,12,334,05DK,"14,690,908,054","1,400,068,819","30,924,436,848","43,242,896,066","161,505,238",61,12,14
306,,861678916,,0.00%,340152737,3504179,1103237930,20,42329259,0,0,0,0,0,1,0,0,0,0,0,0,"1,134,434,783",,61,313,"17,818,769","3,624,392",3,2,1,7,39,,"861,678,916",,"340,152,737","1,103,237,930","3,504,179",9,11,5
307,DWO,7294375117,233949594,3.21%,5630285200,62903807,12000533365,129,52755107,4,0,0,0,0,11,3,0,0,0,0,0,"7,724,790,422","6,877,620,518",213,444,"36,043,608","17,398,177",34,0,0,17,209,DWO,"7,294,375,117","233,949,594","5,630,285,200","12,000,533,365","62,903,807",19,41,69
309,FaC,4782479199,240687445,5.03%,6883912152,46835458,9050820349,72,61015992,6,0,0,0,0,14,5,3,1,0,0,0,"5,084,058,084","4,354,920,861",129,340,"39,080,496","14,953,112",37,0,0,15,115,FaC,"4,782,479,199","240,687,445","6,883,912,152","9,050,820,349","46,835,458",19,29,16
310,LioN,16980366641,2067521336,12.18%,60387349010,283463079,57172196113,169,101407253,100,23,7,3,0,144,95,30,8,3,0,0,"20,988,416,741","17,133,822,252",600,600,"34,980,695","34,980,695",155,0,0,21,548,"LioN,-LN-","16,980,366,641","2,067,521,336","60,387,349,010","57,172,196,113","283,463,079",203,0,0
311,KINT,4732113650,2004199,0.04%,2019493620,35349670,5879798903,85,49701770,0,0,0,0,0,9,1,0,0,0,0,0,"5,296,037,489","4,176,937,833",182,396,"28,872,635","13,373,832",17,76,49,3,126,KINT,"4,732,113,650","2,004,199","2,019,493,620","5,879,798,903","35,349,670",35,35,44
312,,1752738128,675136,0.04%,2150844627,15957979,2529263175,30,52038813,0,0,0,0,0,8,4,0,0,0,0,0,"2,320,870,484",,176,594,"12,766,323","3,907,189",9,3,3,25,130,,"1,752,738,128","675,136","2,150,844,627","2,529,263,175","15,957,979",11,19,7
313,XSJ,7689963414,353225474,4.59%,10985549122,92694059,15487231826,113,65089338,9,1,1,0,0,34,19,6,3,0,0,0,"8,245,039,347","6,853,498,771",214,469,"38,311,839","17,580,041",53,0,0,18,207,XSJ,"7,689,963,414","353,225,474","10,985,549,122","15,487,231,826","92,694,059",29,36,28
314,-ASH,5850129206,763670081,13.05%,17195543380,86116214,14915371820,56,103780699,31,17,7,1,0,47,33,12,4,1,0,0,"6,688,446,450","4,004,059,405",218,529,"30,464,308","12,643,566",49,0,0,15,161,"-ASH,ASH3","5,850,129,206","763,670,081","17,195,543,380","14,915,371,820","86,116,214",30,4,2
315,3TL,3111944847,113370963,3.64%,4654404183,17105278,6254926237,55,52778962,5,0,0,0,0,8,1,0,0,0,0,0,"3,616,620,043","2,766,109,201",148,440,"24,093,026","8,219,591",19,0,0,17,117,3TL,"3,111,944,847","113,370,963","4,654,404,183","6,254,926,237","17,105,278",19,20,18
316,UNiT,8675646677,745347924,8.59%,17569718133,176786646,24241531991,115,73750157,23,7,1,1,1,38,25,9,2,1,1,1,"9,978,188,451","8,277,048,139",301,563,"32,968,579","17,723,248",72,0,0,12,257,UNiT,"8,675,646,677","745,347,924","17,569,718,133","24,241,531,991","176,786,646",60,16,26
317,,864648816,55026534,6.36%,827575724,6007331,1059875752,19,37998187,1,1,1,0,0,1,0,0,0,0,0,0,"1,196,308,247",,86,352,"13,263,555","3,398,603",2,19,9,7,34,,"864,648,816","55,026,534","827,575,724","1,059,875,752","6,007,331",10,13,5
318,,1498564073,4023,0.00%,683833243,12602418,1784356962,29,44654586,0,0,0,0,0,0,0,0,0,0,0,0,"1,783,889,659",,74,343,"23,384,669","5,200,844",3,7,4,13,70,,"1,498,564,073","4,023","683,833,243","1,784,356,962","12,602,418",16,19,12
319,W~B,7783484400,797377777,10.24%,18880948524,125859344,23182365174,109,71101470,36,5,1,0,0,45,17,1,1,0,0,0,"9,288,429,705","7,757,698,783",319,575,"28,963,955","16,153,791",74,0,0,13,271,W~B,"7,783,484,400","797,377,777","18,880,948,524","23,182,365,174","125,859,344",67,16,14
320,,1637536903,4895487,0.30%,2152551963,12746552,2596778556,31,50567145,0,0,0,0,0,4,2,1,0,0,0,0,"2,148,865,710",,128,406,"16,419,601","5,292,773",9,0,0,19,63,,"1,637,536,903","4,895,487","2,152,551,963","2,596,778,556","12,746,552",19,12,8
321,S1N,5271944728,289915313,5.50%,4412934131,69587981,9478080036,101,47329718,6,3,1,0,0,8,3,1,0,0,0,0,"5,704,024,261","4,339,090,640",199,441,"28,424,131","12,934,295",24,0,0,12,185,S1N,"5,271,944,728","289,915,313","4,412,934,131","9,478,080,036","69,587,981",27,45,38
322,Ph#x,3022923319,34553303,1.14%,1532731537,16633072,3355990376,50,51001195,0,0,0,0,0,3,1,0,0,0,0,0,"3,272,410,742","2,716,127,158",107,320,"30,198,855","10,226,284",12,62,43,15,151,Ph#x,"3,022,923,319","34,553,303","1,532,731,537","3,355,990,376","16,633,072",18,21,28
323,,1578066110,7602987,0.48%,882022657,7861120,1504819799,35,38502297,0,0,0,0,0,1,0,0,0,0,0,0,"1,949,341,114",,111,353,"17,127,562","5,522,213",3,14,9,18,96,,"1,578,066,110","7,602,987","882,022,657","1,504,819,799","7,861,120",23,22,10
324,ASC~,12626483428,1329453118,10.53%,46712148835,155479329,42117264881,133,95404904,70,12,3,0,0,99,72,34,9,1,0,0,"14,684,010,232","12,872,224,011",424,595,"34,528,677","24,679,009",105,0,0,12,398,ASC~,"12,626,483,428","1,329,453,118","46,712,148,835","42,117,264,881","155,479,329",99,10,3
325,,654870018,284867,0.04%,305974540,3575812,637209994,15,33223224,0,0,0,0,0,0,0,0,0,0,0,0,"877,636,213",,61,300,"13,752,177","2,925,454",0,0,0,9,55,,"654,870,018","284,867","305,974,540","637,209,994","3,575,812",11,13,4
326,NW:S,3769968799,169002860,4.48%,5475773335,71248069,8805799053,60,58922997,4,1,0,0,0,17,6,0,0,0,0,0,"4,531,254,692","3,052,693,889",188,443,"23,846,970","10,228,566",27,0,0,14,174,NW:S,"3,769,968,799","169,002,860","5,475,773,335","8,805,799,053","71,248,069",34,21,13
327,,1426941590,2852034,0.20%,596054591,14133451,1278463271,37,34833390,0,0,0,0,0,0,0,0,0,0,0,0,"1,709,659,838",,85,319,"19,609,917","5,359,435",3,17,15,18,129,,"1,426,941,590","2,852,034","596,054,591","1,278,463,271","14,133,451",18,28,6
328,HWGA,1566198083,10079108,0.64%,417050139,8963638,1480375888,23,50048716,0,0,0,0,0,1,0,0,0,0,0,0,"1,818,380,159","1,645,375,022",74,282,"24,070,867","6,448,157",8,0,0,13,81,HWGA,"1,566,198,083","10,079,108","417,050,139","1,480,375,888","8,963,638",16,17,8
329,-FF-,9160217806,718663217,7.85%,17581106664,137053816,22636805674,131,67196211,27,7,1,0,0,40,19,6,2,0,0,0,"10,045,613,676","8,247,537,196",283,505,"35,348,878","19,892,304",68,176,111,8,246,-FF-,"9,160,217,806","718,663,217","17,581,106,664","22,636,805,674","137,053,816",38,35,38
330,LUNA,6056464363,212391100,3.51%,5073298221,66543783,10732404704,102,55973505,5,1,0,0,0,11,4,0,0,0,0,0,"6,483,230,959","5,685,491,840",175,390,"36,785,484","16,623,669",41,0,0,8,157,LUNA,"6,056,464,363","212,391,100","5,073,298,221","10,732,404,704","66,543,783",27,37,31
331,:BO:,2825947939,86583037,3.06%,3987190602,27741086,5276930927,49,53849525,4,1,0,0,0,10,4,0,0,0,0,0,"3,179,098,665","2,237,249,229",114,371,"27,545,588","8,568,999",16,0,0,14,84,:BO:,"2,825,947,939","86,583,037","3,987,190,602","5,276,930,927","27,741,086",17,19,16
332,#CE,3277912864,71369384,2.18%,2271206861,29155105,4230315977,82,38650235,1,0,0,0,0,2,0,0,0,0,0,0,"3,723,429,758","3,141,910,822",145,474,"25,128,862","7,855,337",9,82,57,14,135,#CE,"3,277,912,864","71,369,384","2,271,206,861","4,230,315,977","29,155,105",17,51,20
333,,2140838363,4071823,0.19%,3039047520,20573726,3247732809,65,32106269,0,0,0,0,0,5,3,2,1,1,0,0,"2,813,433,027",,163,433,"17,010,016","6,497,536",8,18,10,23,80,,"2,140,838,363","4,071,823","3,039,047,520","3,247,732,809","20,573,726",47,26,7
334,FoH,5809627640,279975362,4.82%,8057349944,64594507,12603782266,88,58543500,9,1,0,0,0,18,8,3,1,0,0,0,"6,237,877,443","5,316,233,908",195,431,"31,799,449","14,473,034",32,0,0,19,198,FoH,"5,809,627,640","279,975,362","8,057,349,944","12,603,782,266","64,594,507",26,39,31
335,V~V!,3577484232,132983239,3.72%,5803273825,34205663,6133159468,69,49726536,4,0,0,0,0,8,4,2,2,0,0,0,"4,140,485,304","3,015,393,107",168,378,"24,430,087","10,953,665",15,76,44,36,154,V~V!,"3,577,484,232","132,983,239","5,803,273,825","6,133,159,468","34,205,663",29,27,26
336,DoU,5724266239,307025355,5.36%,6709647030,57299430,10753392344,84,59739643,6,1,0,0,0,17,8,4,2,0,0,0,"6,441,316,937","5,139,339,239",244,466,"26,225,250","13,822,569",30,0,0,18,188,DoU,"5,724,266,239","307,025,355","6,709,647,030","10,753,392,344","57,299,430",35,39,32
337,PU70,14533696682,1767887049,12.16%,39553906422,233593628,42509909286,181,81568706,73,18,5,1,1,87,51,16,8,6,3,0,"16,974,821,264","14,183,263,841",526,599,"32,201,962","28,338,600",131,0,0,16,491,"PU70,PUTI","14,533,696,682","1,767,887,049","39,553,906,422","42,509,909,286","233,593,628",103,3,23
339,UHA,1666080735,13344081,0.80%,2673203820,21657312,3799554445,27,59505400,0,0,0,0,0,9,4,0,0,0,0,0,"2,180,259,822","1,473,481,135",141,593,"14,336,398","3,676,661",12,0,0,26,334,UHA,"1,666,080,735","13,344,081","2,673,203,820","3,799,554,445","21,657,312",9,7,6
340,,1355496894,3199696,0.24%,261852113,11100810,999810288,26,39170460,0,0,0,0,0,0,0,0,0,0,0,0,"1,806,650,506","1,192,038,535",111,303,"15,940,603","5,962,543",2,0,0,19,101,,"1,355,496,894","3,199,696","261,852,113","999,810,288","11,100,810",22,22,9
341,NW:E,8890166473,1136871674,12.79%,28178408601,169379106,31275312851,97,92051776,59,9,2,0,0,67,37,12,1,0,0,0,"11,455,008,139","9,240,954,440",387,578,"29,520,107","19,818,353",86,0,0,20,375,NW:E,"8,890,166,473","1,136,871,674","28,178,408,601","31,275,312,851","169,379,106",134,0,7
342,-OR-,14034089784,1280001473,9.12%,30836996229,193431925,36539999558,194,69153579,47,13,4,0,0,66,32,5,0,0,0,0,"15,134,504,676","12,368,042,656",386,585,"39,104,559","25,870,948",120,0,0,38,359,-OR-,"14,034,089,784","1,280,001,473","30,836,996,229","36,539,999,558","193,431,925",46,43,41
343,PW~B,6187741413,314487120,5.08%,6381308433,84340951,12627222483,124,48038370,7,2,0,0,0,8,1,0,0,0,0,0,"6,763,815,971","3,057,041,408",232,432,"28,978,970","15,656,981",33,130,90,19,195,"PW~B,PW-Z","6,187,741,413","314,487,120","6,381,308,433","12,627,222,483","84,340,951",22,52,43
344,7Sin,7437091402,443024655,5.96%,18920312193,68001174,20394942074,96,77055810,20,4,2,0,0,52,36,6,1,0,0,0,"8,197,965,431","7,322,215,187",213,420,"38,310,444","19,518,965",62,0,0,22,179,7Sin,"7,437,091,402","443,024,655","18,920,312,193","20,394,942,074","68,001,174",47,10,11
345,IW-C,22154216863,3256919440,14.70%,88805693816,414507826,79885728034,255,88910442,166,49,16,3,2,182,132,41,16,3,0,0,"26,887,625,681","9,283,905,897",600,600,"44,812,709","44,812,709",195,0,0,21,560,"IW-C,IW-A,IW-V","22,154,216,863","3,256,919,440","88,805,693,816","79,885,728,034","414,507,826",313,9,0
346,AVO,4274396381,367849417,8.61%,8718536124,43158159,9887224500,65,60192981,11,7,2,2,1,12,6,1,1,0,0,0,"4,821,793,463","4,267,288,204",175,384,"27,355,743","12,556,754",31,0,0,27,192,AVO,"4,274,396,381","367,849,417","8,718,536,124","9,887,224,500","43,158,159",17,23,20
347,EvS,4337995938,110782271,2.55%,2187198082,28576853,4844730776,86,42451365,2,1,0,0,0,3,1,1,0,0,0,0,"4,800,181,644","3,440,189,372",209,440,"22,761,473","10,909,504",11,0,0,15,146,EvS,"4,337,995,938","110,782,271","2,187,198,082","4,844,730,776","28,576,853",27,64,28
348,-iM-,6753950201,375699574,5.56%,6213487640,124743603,12677274943,129,50535001,12,1,1,1,0,11,4,1,0,0,0,0,"7,359,699,411","5,565,436,404",237,469,"30,863,944","15,692,323",41,0,0,29,196,-iM-,"6,753,950,201","375,699,574","6,213,487,640","12,677,274,943","124,743,603",27,47,41
349,,1727243291,10877688,0.63%,1542945178,22390027,2655862306,39,37112049,0,0,0,0,0,2,1,0,0,0,0,0,"2,187,200,421",,140,354,"15,337,033","6,178,532",4,0,0,25,71,,"1,727,243,291","10,877,688","1,542,945,178","2,655,862,306","22,390,027",18,31,7
350,,992386810,1023354,0.10%,427125319,9464830,840565436,19,40787960,0,0,0,0,0,1,1,1,0,0,0,0,"1,304,227,602",,95,299,"13,327,902","4,361,965",2,0,0,27,74,,"992,386,810","1,023,354","427,125,319","840,565,436","9,464,830",13,17,6
351,,1105972072,24150176,2.18%,673452940,5588678,1298415638,17,45846557,0,0,0,0,0,1,0,0,0,0,0,0,"1,570,000,230",,115,369,"13,314,408","4,254,743",2,0,0,37,110,,"1,105,972,072","24,150,176","673,452,940","1,298,415,638","5,588,678",21,14,8
352,i352,3471820751,42040703,1.21%,3061244126,31167594,5269965818,64,48465159,0,0,0,0,0,6,1,0,0,0,0,0,"4,004,048,956","3,295,028,760",165,472,"23,978,560","8,483,155",16,78,47,35,277,i352,"3,471,820,751","42,040,703","3,061,244,126","5,269,965,818","31,167,594",28,29,22
353,C&D,7094757544,187410585,2.64%,12778881469,83587065,17091565423,121,54567428,4,0,0,0,0,12,6,1,0,0,0,0,"8,215,693,748","6,697,456,653",324,539,"25,255,000","15,242,474",29,219,101,43,309,C&D,"7,094,757,544","187,410,585","12,778,881,469","17,091,565,423","83,587,065",51,33,69
354,SyN,16980542792,13356305,0.08%,42203268666,194369965,48003884473,191,88566474,0,0,0,0,0,130,73,17,4,1,0,0,"19,514,581,861","15,738,806,593",539,583,"36,158,328","33,472,696",157,335,160,22,443,"SyN,SynA","16,980,542,792","13,356,305","42,203,268,666","48,003,884,473","194,369,965",113,10,12
355,VN-D,2772739501,585217,0.02%,3289513681,26579233,5014157155,56,43439519,0,0,0,0,0,2,0,0,0,0,0,0,"3,151,920,022","2,241,793,978",142,371,"21,928,517","8,495,741",12,43,27,28,175,VN-D,"2,772,739,501","585,217","3,289,513,681","5,014,157,155","26,579,233",25,32,17
356,V~BF,2416577331,65562449,2.71%,4034305679,37172622,6688216142,44,53338540,0,0,0,0,0,1,0,0,0,0,0,0,"2,636,220,556","2,253,051,080",92,308,"28,291,710","8,559,158",18,0,0,20,106,V~BF,"2,416,577,331","65,562,449","4,034,305,679","6,688,216,142","37,172,622",10,8,18
357,YSS,25828556258,26959713,0.10%,117007181397,370296244,83512983464,297,89306264,0,0,0,0,0,201,136,60,22,9,4,2,"29,914,696,965","22,056,265,127",601,601,"49,774,870","49,774,870",211,483,265,21,548,"YSS,JSS,-N3-","25,828,556,258","26,959,713","117,007,181,397","83,512,983,464","370,296,244",231,21,3
358,PoD,19806027368,2698102962,13.62%,81083486547,342112201,71475621828,242,83385333,133,30,9,3,1,146,89,29,11,4,1,1,"24,482,130,060","18,952,006,228",601,601,"40,735,657","40,735,657",185,0,0,22,552,"PoD,PoD1","19,806,027,368","2,698,102,962","81,083,486,547","71,475,621,828","342,112,201",298,13,4
359,BeaR,5531820815,203154060,3.67%,10605701719,63393765,13941119093,71,77748831,4,0,0,0,0,32,15,2,2,0,0,0,"6,465,173,240","4,827,927,335",226,596,"28,169,237","10,847,606",52,0,0,28,236,BeaR,"5,531,820,815","203,154,060","10,605,701,719","13,941,119,093","63,393,765",28,5,12
360,AG~,6424061490,383271047,5.97%,11800585500,100221214,16914657083,96,65257003,14,2,0,0,0,41,19,3,0,0,0,0,"7,570,420,747","4,910,152,467",284,528,"26,510,185","14,337,918",56,0,0,32,223,AG~,"6,424,061,490","383,271,047","11,800,585,500","16,914,657,083","100,221,214",57,23,10
361,-HLV,7931635075,485472156,6.12%,9602941071,86258459,15475131027,131,57286888,15,3,1,0,0,23,9,0,0,0,0,0,"8,702,463,332","7,508,078,179",266,518,"32,528,668","16,800,122",53,0,0,42,275,-HLV,"7,931,635,075","485,472,156","9,602,941,071","15,475,131,027","86,258,459",42,44,42
362,,342774309,,0.00%,247600081,4014613,331491450,8,34889351,0,0,0,0,0,0,0,0,0,0,0,0,"638,171,353",,65,423,"9,126,930","1,508,679",1,1,0,29,113,,"342,774,309",,"247,600,081","331,491,450","4,014,613",7,6,2
363,RaGE,20491344554,2629528797,12.83%,94089184668,700220883,74711935326,162,128912797,114,70,13,4,3,128,121,96,57,22,7,2,"23,143,151,980","19,376,660,115",586,599,"39,477,456","38,636,314",128,0,0,21,531,"RaGE,RaG4","20,491,344,554","2,629,528,797","94,089,184,668","74,711,935,326","700,220,883",96,0,1
364,#Val,7674014454,104519490,1.36%,10588785830,79036715,15889958549,121,57018737,1,0,0,0,0,22,10,3,1,0,0,0,"8,320,941,674","6,797,786,665",258,589,"32,016,935","14,127,235",46,147,94,16,225,#Val,"7,674,014,454","104,519,490","10,588,785,830","15,889,958,549","79,036,715",46,53,37
365,#SP,3844493854,229333056,5.97%,4676309202,54009188,8492756905,66,55208320,6,1,0,0,0,11,0,0,0,0,0,0,"4,298,044,745","3,827,632,705",177,351,"24,127,129","12,245,142",26,89,59,8,148,#SP,"3,844,493,854","229,333,056","4,676,309,202","8,492,756,905","54,009,188",15,22,21
366,WoV,5155192611,51586884,1.00%,6451412690,57093288,9557546045,91,53877955,1,0,0,0,0,17,8,1,0,0,0,0,"5,589,741,943","4,083,879,244",184,590,"30,038,726","9,474,139",30,74,56,26,135,WoV,"5,155,192,611","51,586,884","6,451,412,690","9,557,546,045","57,093,288",22,37,24
367,,1870518253,4750127,0.25%,1489196304,20343459,2639913964,36,48488946,0,0,0,0,0,2,1,0,0,0,0,0,"2,299,214,515",,158,323,"14,382,029","7,118,311",7,0,0,17,150,,"1,870,518,253","4,750,127","1,489,196,304","2,639,913,964","20,343,459",9,18,15
